판매일,기간,차량/세부모델,미션,연식,연료,주행거리,색상,가격,옵션
2022-04-01,134?일,?올란도 LTZ 프리미엄,오토,2011.09,경유,"135,378",흰색,580,옵션
,,,,[ 2011 ],,,,,
2022-04-01,52?일,?아반떼MD M16GDI DELUXE,수동,2010.09,휘발유,"70,748",다크그레이,440,옵션
,,,,[ 2011 ],,,,,
2022-04-01,80?일,?X5(F15) xDrive 40 D M 스포츠 [무],오토,2018.01,경유,"54,000",검정색,11,옵션
,,,,[ 2018 ],,,,,
2022-04-01,35?일,?올뉴투싼 디젤 1.6 2WD 모던 [무],오토,2018.11,경유,"37,345",다크그레이,"2,240",옵션
,,,,[ 2019 ],,,,,
2022-04-01,74?일,?뉴SLK-CLASS 200K [무],오토,2005.04,휘발유,"150,000",은색,730,옵션
,,,,[ 2005 ],,,,,
2022-04-01,168?일,?랭글러 2.8 루비콘 4DR [무],오토,2008.08,경유,"250,000",은색,"1,380",옵션
,,,,[ 2008 ],,,,,
2022-04-01,135?일,?베라쿠르즈 2WD 300VX 프리미어 [무],오토,2008.04,경유,"167,800",은색,570,옵션
,,,,[ 2008 ],,,,,
2022-04-01,99?일,?더 뉴 카니발 9인승 럭셔리,오토,2018.09,경유,"69,155",흰색,"1,790",옵션
,,,,[ 2019 ],,,,,
2022-04-01,165?일,?뉴5-SERIES 520I 세단 [무],오토,2005.05,휘발유,"237,211",은색,230,옵션
,,,,[ 2005 ],,,,,
2022-04-01,66?일,?뉴E-클래스 E250 CDI 4MATIC [무],오토,2013.10,경유,"103,604",흰색,"1,999",옵션
,,,,[ 2014 ],,,,,
2022-04-01,66?일,?뉴SM5(신형) SE PLUS,오토,2010.07,휘발유,"342,509",검정색,120,옵션
,,,,[ 2010 ],,,,,
2022-04-01,49?일,?그랜저TG뉴럭셔리 Q270 디럭스 [무],오토,2009.06,휘발유,"192,000",검정색,270,옵션
,,,,[ 2010 ],,,,,
2022-04-01,128?일,?더뉴K5 2.0 디럭스 [무],오토,2014.12,LPG,"115,319",검정색,800,옵션
,,,,[ 2015 ],,,,,
2022-04-01,129?일,?뉴모닝 LX 고급형 [무],오토,2008.06,휘발유,"136,722",다크그레이,210,옵션
,,,,[ 2008 ],,,,,
2022-04-01,52?일,?투싼iX 2WD VGT LX20 럭셔리 [무],오토,2011.01,경유,"147,436",은색,750,옵션
,,,,[ 2011 ],,,,,
2022-04-01,112?일,?E-클래스(W213) E300 아방가르드,오토,2017.04,휘발유,"91,212",빨간색,"3,630",옵션
,,,,[ 2017 ],,,,,
2022-04-01,3?일,?레이 디럭스 스페셜,오토,2013.03,휘발유,"203,467",흰색,"3,333",옵션
,,,,[ 2013 ],,,,,
2022-04-01,43?일,?S90 D5 AWD 인스크립션 [무],오토,2019.11,경유,"30,030",다크블루,"5,000",옵션
,,,,[ 2019 ],,,,,
2022-04-01,4?일,?캐시카이 1.6 SL [무],오토,2016.01,경유,"100,638",흰색,"1,550",옵션
,,,,[ 2016 ],,,,,
2022-04-01,10?일,?더뉴K5 2.0 LPI 럭셔리 [무],오토,2014.06,LPG,"98,921",흰색,890,옵션
,,,,[ 2015 ],,,,,
2022-04-01,9?일,?EQ900 3.8 GDI,오토,2018.02,휘발유,"141,000",검정색,"2,990",옵션
,,,,[ 2018 ],,,,,
2022-04-01,15?일,?SM6 1.5 DCI SE,오토,2016.08,경유,"81,400",은색투톤,890,옵션
,,,,[ 2016 ],,,,,
2022-04-01,24?일,?봉고3트럭 냉동탑 1톤 [무],수동,2010.03,경유,"210,152",주황색,300,옵션
,,,,[ 2010 ],,,,,
2022-04-01,148?일,?더 SUV 스포티지 디젤 1.7 2WD 노블레스 [무],오토,2016.01,경유,"98,259",흰색,"1,620",옵션
,,,,[ 2016 ],,,,,
2022-04-01,94?일,?F-PACE 20D 프레스티지 [무],오토,2017.07,경유,"80,082",은색,"3,250",옵션
,,,,[ 2017 ],,,,,
2022-04-01,149?일,?G80 3.3 GDI 럭셔리 [무],오토,2018.05,휘발유,"82,331",검정색,"2,670",옵션
,,,,[ 2018 ],,,,,
2022-04-01,135?일,?뉴A6 3.0 TDI 콰트로,오토,2009.01,경유,"150,000",검정색,490,옵션
,,,,[ 2008 ],,,,,
2022-04-01,72?일,?아반떼MD M16GDI 에비뉴 [무],오토,2013.06,휘발유,"125,970",쥐색,680,옵션
,,,,[ 2014 ],,,,,
2022-04-01,78?일,?더 뉴 그랜저 IG 2.5 익스클루시브,오토,2019.12,휘발유,11,흰색,"3,400",옵션
,,,,[ 2020 ],,,,,
2022-04-01,11?일,?포터2 더블캡(CRDI) 초장축 SUPER [무],오토,2010.10,경유,"110,311",청색,830,옵션
,,,,[ 2011 ],,,,,
2022-04-01,25?일,?더 뉴 그랜저 IG LPI 3.0 고급형(택시형),오토,2020.02,LPG,"65,938",흰색,"2,370",옵션
,,,,[ 2020 ],,,,,
2022-04-01,10?일,?더 뉴 봉고3트럭 워크스루밴 1톤 킹캡 초장축 럭셔리 아웃도어형 [무],오토,2020.12,경유,"3,308",흰색,"2,390",옵션
,,,,[ 2020 ],,,,,
2022-04-01,66?일,?포터2 내장탑 하이탑 [무],수동,2009.01,경유,"193,944",흰색,450,옵션
,,,,[ 2009 ],,,,,
2022-04-01,207?일,?XC40 T4 4WD R-디자인,오토,2018.07,휘발유,"39,676",흰색,1,옵션
,,,,[ 2019 ],,,,,
2022-04-01,11?일,?크루즈 1.8 LS+ [무],오토,2014.12,휘발유,"85,226",검정색,580,옵션
,,,,[ 2014 ],,,,,
2022-04-01,123?일,?랭글러 2.8 루비콘 4DR [무],오토,2014.10,경유,"101,509",빨간색,"2,590",옵션
,,,,[ 2014 ],,,,,
2022-04-01,120?일,?그란투리스모 535I [무],오토,2010.10,휘발유,"140,000",은색,"11,111",옵션
,,,,[ 2010 ],,,,,
2022-04-01,21?일,?싼타페CM 2WD(2.2VGT) SLX 최고급형 [무],오토,2008.05,경유,"96,750",검정색,570,옵션
,,,,[ 2008 ],,,,,
2022-04-01,94?일,?K9 3.3 GDI 프레스티지 스페셜 [무],오토,2012.07,휘발유,"249,834",검정색,870,옵션
,,,,[ 2013 ],,,,,
2022-04-01,46?일,?아반떼AD 1.6 GDI 밸류 플러스,오토,2018.01,휘발유,"182,786",흰색,790,옵션
,,,,[ 2018 ],,,,,
2022-04-01,43?일,?뉴A4 2.0 TFSI 콰트로 [무],오토,2012.12,휘발유,"127,208",다크그레이,"9,999",옵션
,,,,[ 2013 ],,,,,
2022-04-01,21?일,?올 뉴 카니발 9인승 럭셔리 [무],오토,2015.10,경유,"183,685",검정색,"1,330",옵션
,,,,[ 2015 ],,,,,
2022-04-01,1?일,?뉴1-SERIES 118D M 스포츠 에디션 [무],오토,2013.10,경유,"122,536",파란색,"1,140",옵션
,,,,[ 2014 ],,,,,
2022-04-01,246?일,?더뉴쏘렌토 디젤 2.2 2WD 노블레스 스페셜,오토,2017.09,경유,"103,000",흰색,"2,450",옵션
,,,,[ 2017 ],,,,,
2022-04-01,50?일,?S-클래스-W222 S560e,오토,2020.09,휘발유 하이브리드,"27,667",쥐색,"13,200",옵션
,,,,[ 2020 ],,,,,
2022-04-01,9?일,?투싼iX 2WD VGT LX20,오토,2010.01,경유,"139,367",검정색,600,옵션
,,,,[ 2010 ],,,,,
2022-04-01,28?일,?봉고3 EV 1톤 초장축 킹캡 GL [무],오토,2021.03,전기,"15,646",흰색,100,옵션
,,,,[ 2021 ],,,,,
2022-04-01,148?일,?뉴티구안 2.0 TDI 컴포트 [무],오토,2016.05,경유,"81,167",청색,"1,610",옵션
,,,,[ 2016 ],,,,,
2022-04-01,147?일,?티볼리 1.6 XDI LX Plus II,오토,2017.02,경유,"35,566",청색,"1,340",옵션
,,,,[ 2017 ],,,,,
2022-04-01,49?일,?911(992) 카레라 4 [무],오토,2020.11,휘발유,"20,000",흰색,"99,999",옵션
,,,,[ 2020 ],,,,,
2022-04-01,22?일,?S-클래스-W222 S63 AMG 4MATIC [무],오토,2014.05,휘발유,"176,000",검정색,"8,500",옵션
,,,,[ 2014 ],,,,,
2022-04-01,10?일,?소나타뉴라이즈 LPI 모던,오토,2017.08,LPG,"99,342",흰색,"1,310",옵션
,,,,[ 2018 ],,,,,
2022-04-01,15?일,?포터2 더블캡(CRDI) 초장축 GOLD [무],오토,2014.11,경유,"31,131",흰색,"1,300",옵션
,,,,[ 2015 ],,,,,
2022-04-01,221?일,?레이 프레스티지 [무],오토,2013.01,휘발유,"128,773",빨간색,600,옵션
,,,,[ 2013 ],,,,,
2022-04-01,8?일,?티볼리 1.6 VX [무],오토,2015.12,경유,"100,036",흰색,980,옵션
,,,,[ 2015 ],,,,,
2022-04-01,35?일,?올 뉴 카니발 7인승 리무진 프레지던트 [무],오토,2015.05,경유,"139,373",검정색,"92,039",옵션
,,,,[ 2016 ],,,,,
2022-04-01,136?일,?YF소나타 LPI PREMIER [무],오토,2012.03,LPG,"103,255",흰색,690,옵션
,,,,[ 2012 ],,,,,
2022-04-01,56?일,?싼타페 더 프라임 E-VGT R2.0 2WD 프리미엄 [무],오토,2017.05,경유,"44,278",다크블루,"2,030",옵션
,,,,[ 2017 ],,,,,
2022-04-01,56?일,?셀토스 가솔린 1.6 터보 2WD 노블레스 [무],오토,2020.03,휘발유,"12,554",검정색,"2,680",옵션
,,,,[ 2020 ],,,,,
2022-04-01,392?일,?벨로스터 익스트림 [무],오토,2011.06,휘발유,"111,261",청색,580,옵션
,,,,[ 2012 ],,,,,
2022-04-01,67?일,?소나타더브릴리언트 LPI 모던 [무],오토,2013.12,LPG,"66,922",흰색,850,옵션
,,,,[ 2014 ],,,,,
2022-04-01,177?일,?포터2 카고(CRDI) 초장축 슈퍼캡 [무],오토,2014.02,경유,"95,622",청색,125,옵션
,,,,[ 2014 ],,,,,
2022-04-01,129?일,?올뉴SM7 2.5 RE,오토,2011.08,휘발유,"156,131",은색,450,옵션
,,,,[ 2012 ],,,,,
2022-04-01,18?일,?아반떼AD 1.6 GDI 스타일 [무],오토,2016.08,휘발유,"90,000",흰색,"11,111",옵션
,,,,[ 2017 ],,,,,
2022-04-01,17?일,?봉고3트럭 냉동탑 1톤,오토,2017.08,경유,"20,536",흰색,"2,530",옵션
,,,,[ 2018 ],,,,,
2022-04-01,51?일,?레이 럭셔리 [무],오토,2012.02,휘발유,"124,261",쥐색,640,옵션
,,,,[ 2012 ],,,,,
2022-04-01,121?일,?그랜저IG 2.2 VGT 프리미엄 [무],오토,2017.03,경유,"163,443",검정색,"1,510",옵션
,,,,[ 2018 ],,,,,
2022-04-01,92?일,?콜로라도 3.6 익스트림-X 4WD 스포츠 바 [무],오토,2020.02,휘발유,"3,223",검정색,"3,850",옵션
,,,,[ 2020 ],,,,,
2022-04-01,122?일,?코나 1.6 터보 2WD 모던 팝 [무],오토,2017.12,휘발유,"22,745",쥐색,"2,050",옵션
,,,,[ 2018 ],,,,,
2022-04-01,267?일,?코나 1.6 터보 2WD 프리미엄 [무],오토,2018.01,휘발유,"59,479",빨간색,"1,650",옵션
,,,,[ 2018 ],,,,,
2022-04-01,95?일,?올뉴K7 R 2.2 리미티드,오토,2017.12,경유,"63,227",다크그레이,"2,100",옵션
,,,,[ 2017 ],,,,,
2022-04-01,11?일,?G70 2.0T 슈프림 [무],오토,2018.07,휘발유,"33,904",흰색,"10,049",옵션
,,,,[ 2018 ],,,,,
2022-04-01,74?일,?제네시스 BH330 LUXYRY 기본형,오토,2009.07,휘발유,"142,984",검정색,111,옵션
,,,,[ 2009 ],,,,,
2022-04-01,102?일,?코란도스포츠 익스트림 4WD [무],오토,2016.03,경유,"110,632",흰색,11,옵션
,,,,[ 2016 ],,,,,
2022-04-01,18?일,?모델S 75D [무],오토,2018.09,전기,"41,478",빨간색,"8,900",옵션
,,,,[ 2018 ],,,,,
2022-04-01,11?일,?더뉴K5(2세대) 2.0 LPI 럭셔리 [무],오토,2018.02,LPG,"139,000",흰색,11,옵션
,,,,[ 2019 ],,,,,
2022-04-01,22?일,?크루즈 1.8LTZ +,오토,2012.12,휘발유,"139,000",흰색,11,옵션
,,,,[ 2013 ],,,,,
2022-04-01,56?일,?G80 3.3 GDI AWD 럭셔리 [무],오토,2017.01,휘발유,"157,000",은색,"1,890",옵션
,,,,[ 2017 ],,,,,
2022-04-01,56?일,?더뉴K5(2세대) 2.0 LPI 럭셔리,오토,2018.06,LPG,"112,000",검정색,11,옵션
,,,,[ 2019 ],,,,,
2022-04-01,64?일,?CR-V 2.4 2WD,오토,2008.02,휘발유,"119,567",흰색,669,옵션
,,,,[ 2008 ],,,,,
2022-04-01,46?일,?소나타뉴라이즈 LPI 스타일 [무],오토,2018.11,LPG,"115,000",은색,830,옵션
,,,,[ 2019 ],,,,,
2022-04-01,25?일,?그랜드스타렉스 12인 스마트 [무],오토,2016.12,경유,"105,000",은색,11,옵션
,,,,[ 2017 ],,,,,
2022-04-01,53?일,?뉴5-SERIES 520D 세단 [무],오토,2011.12,경유,"143,309",흰색,"1,290",옵션
,,,,[ 2011 ],,,,,
2022-04-01,53?일,?300C 3.5 [무],오토,2009.06,휘발유,"80,000",은색,550,옵션
,,,,[ 2009 ],,,,,
2022-04-01,74?일,?쿠퍼D 컨트리맨 기본형 [무],오토,2013.04,경유,"86,450",빨간색,"1,300",옵션
,,,,[ 2013 ],,,,,
2022-04-01,21?일,?LS460L 4인승 [무],오토,2006.11,휘발유,"171,826",은색,890,옵션
,,,,[ 2007 ],,,,,
2022-04-01,74?일,?카니발R 그랜드 하이리무진 GLX 11인승 프리미엄,오토,2013.03,경유,"181,112",흰색,1,옵션
,,,,[ 2013 ],,,,,
2022-04-01,37?일,?포터2 카고(CRDI) 초장축 일반캡 스마트,수동,2017.06,경유,"188,399",청색,870,옵션
,,,,[ 2018 ],,,,,
2022-04-01,13?일,?포터2 카고(CRDI) 초장축 슈퍼캡 [무],수동,2012.02,휘발유,"92,676",흰색,870,옵션
,,,,[ 2012 ],,,,,
2022-04-01,44?일,?더뉴K5(2세대) 1.7 디젤 프레스티지 [무],오토,2018.12,경유,"80,000",다크블루,"1,650",옵션
,,,,[ 2019 ],,,,,
2022-04-01,142?일,?더뉴K5 2.0 LPI 럭셔리,오토,2014.11,LPG,"180,292",검정색,730,옵션
,,,,[ 2015 ],,,,,
2022-04-01,275?일,?코란도스포츠 CX5(2WD) 패션 [무],오토,2016.03,경유,"183,538",흰색,799,옵션
,,,,[ 2016 ],,,,,
2022-04-01,28?일,?아반떼MD M16GDI LUXURY [무],오토,2011.09,휘발유,"44,125",흰색,829,옵션
,,,,[ 2012 ],,,,,
2022-04-01,72?일,?스파크 L [무],오토,2014.02,LPG,"162,382",흰색,360,옵션
,,,,[ 2014 ],,,,,
2022-04-01,21?일,?봉고3트럭 하이내장탑 [무],수동,2019.04,경유,"31,966",흰색,"1,990",옵션
,,,,[ 2019 ],,,,,
2022-04-01,142?일,?더뉴K5 2.0 LPI 럭셔리,오토,2014.11,LPG,"180,292",검정색,730,옵션
,,,,[ 2015 ],,,,,
2022-04-01,37?일,?포터2 카고(CRDI) 초장축 일반캡 스마트,수동,2017.06,경유,"188,399",청색,870,옵션
,,,,[ 2018 ],,,,,
2022-04-01,13?일,?포터2 카고(CRDI) 초장축 슈퍼캡 [무],수동,2012.02,휘발유,"92,676",흰색,870,옵션
,,,,[ 2012 ],,,,,
2022-04-01,44?일,?더뉴K5(2세대) 1.7 디젤 프레스티지 [무],오토,2018.12,경유,"80,000",다크블루,"1,650",옵션
,,,,[ 2019 ],,,,,
2022-04-01,32?일,?올 뉴 카니발 9인승 노블레스 [무],오토,2016.09,경유,"101,314",흰색,"9,999",옵션
,,,,[ 2017 ],,,,,
2022-04-01,21?일,?포터2 카고(CRDI) 초장축 슈퍼캡,수동,2008.06,경유,"230,000",흰색,390,옵션
,,,,[ 2008 ],,,,,
2022-04-01,121?일,?더뉴K5 2.0 노블레스 [무],오토,2013.08,휘발유,"114,049",흰색,970,옵션
,,,,[ 2014 ],,,,,
2022-04-01,64?일,?XE 20D R스포츠,오토,2015.09,경유,"91,917",검정색,"1,399",옵션
,,,,[ 2016 ],,,,,
2022-04-01,35?일,?스파크 LS [무],오토,2011.06,휘발유,"111,702",하늘색,260,옵션
,,,,[ 2012 ],,,,,
2022-04-01,17?일,?더뉴쏘렌토 디젤 2.0 4WD 노블레스 [무],오토,2018.01,경유,"51,306",검정색,"2,370",옵션
,,,,[ 2018 ],,,,,
2022-04-01,34?일,?뉴SM5플래티넘 SE PLUS [무],오토,2013.10,휘발유,"109,027",진주색,30,옵션
,,,,[ 2014 ],,,,,
2022-04-01,16?일,?제네시스DH G330 모던 [무],오토,2014.03,휘발유,"171,185",검정색,10,옵션
,,,,[ 2014 ],,,,,
2022-04-01,72?일,?레이 밴 고급형 [무],오토,2014.12,휘발유,"178,184",은색,600,옵션
,,,,[ 2015 ],,,,,
2022-04-01,51?일,?SM7뉴아트 2.3 LE [무],오토,2008.01,휘발유,"131,218",검정색,339,옵션
,,,,[ 2008 ],,,,,
2022-04-01,88?일,?K9 3.3 GDI 노블레스 기본형 [무],오토,2016.03,휘발유,"46,371",검정색,"2,840",옵션
,,,,[ 2016 ],,,,,
2022-04-01,45?일,?봉고3트럭 덤프 1톤 4WD 장축 표준캡 CRDi DLX [무],수동,2013.07,경유,"82,328",청색,"1,480",옵션
,,,,[ 2013 ],,,,,
2022-04-01,178?일,?포터2 더블캡(CRDI) 초장축 [무],오토,2015.03,경유,"158,000",흰색,"1,100",옵션
,,,,[ 2016 ],,,,,
2022-04-01,134?일,?더뉴모닝 럭셔리 [무],오토,2015.04,휘발유,"83,481",흰색,670,옵션
,,,,[ 2016 ],,,,,
2022-04-01,217?일,?에쿠스(신형) VS380 모던 [무],오토,2013.10,휘발유,"243,806",검정색,"1,140",옵션
,,,,[ 2013 ],,,,,
2022-04-01,30?일,?더뉴코란도스포츠 CX7(4WD) 클럽 [무],오토,2017.11,경유,"94,051",쥐색,"1,470",옵션
,,,,[ 2018 ],,,,,
2022-04-01,71?일,?뉴A6 35 TDI 프리미엄 [무],오토,2018.07,경유,"83,501",흰색,"3,050",옵션
,,,,[ 2018 ],,,,,
2022-04-01,22?일,?뉴CLS-CLASS CLS 250 D 4MATIC AMG LINE [무],오토,2017.09,경유,"46,424",흰색,"4,890",옵션
,,,,[ 2017 ],,,,,
2022-04-01,108?일,?포터2 카고(CRDI) 초장축 슈퍼캡,수동,2012.11,경유,"90,180",청색,780,옵션
,,,,[ 2013 ],,,,,
2022-04-01,30?일,?올뉴투싼 디젤 1.7 2WD 모던 [무],오토,2016.06,경유,"130,782",흰색,"1,390",옵션
,,,,[ 2017 ],,,,,
2022-04-01,92?일,?골프 6세대 2.0 GTD [무],오토,2010.09,경유,"259,193",흰색,450,옵션
,,,,[ 2010 ],,,,,
2022-04-01,42?일,?싼타페DM 2WD 2.2 EXCLUSIVE 스페셜 [무],오토,2015.04,경유,"151,901",흰색,"1,440",옵션
,,,,[ 2015 ],,,,,
2022-04-01,81?일,?더 뉴 카니발 9인승 노블레스 스페셜 [무],오토,2018.07,경유,"107,041",검정색,"2,530",옵션
,,,,[ 2019 ],,,,,
2022-04-01,93?일,?올란도 LPGI LTZ 프리미엄 [무],오토,2011.12,LPG,"158,508",검정색,630,옵션
,,,,[ 2012 ],,,,,
2022-04-01,24?일,?싼타페TM 가솔린 2.0T 2WD 프리미엄,오토,2019.03,휘발유,"103,833",흰색,11,옵션
,,,,[ 2019 ],,,,,
2022-04-01,51?일,?뉴XF 2.2 D 럭셔리 [무],오토,2012.06,경유,"86,000",진주색,"1,230",옵션
,,,,[ 2012 ],,,,,
2022-04-01,119?일,?G80 3.3 GDI 프리미엄 럭셔리 [무],오토,2016.11,휘발유,"94,000",검정색,244,옵션
,,,,[ 2017 ],,,,,
2022-04-01,32?일,?봉고3트럭 더블캡 초장축 CRDI [무],오토,2008.02,경유,"205,000",청색,49,옵션
,,,,[ 2008 ],,,,,
2022-04-01,85?일,?올뉴모닝 럭셔리,오토,2011.08,휘발유,"82,913",쥐색,430,옵션
,,,,[ 2012 ],,,,,
2022-04-01,142?일,?더뉴모하비 4WD VIP 5인 [무],오토,2017.08,경유,"54,800",쥐색,"9,999",옵션
,,,,[ 2018 ],,,,,
2022-04-01,53?일,?그랜저 IG 하이브리드 익스클루시브 [무],오토,2019.04,휘발유 하이브리드,"60,171",검정색,"2,900",옵션
,,,,[ 2019 ],,,,,
2022-04-01,63?일,?GLK-CLASS GLK220 CDI 4매틱 프리미엄,오토,2012.10,경유,"135,426",검정색,"1,350",옵션
,,,,[ 2012 ],,,,,
2022-04-01,35?일,?뉴SM3(신형) SE [무],오토,2010.03,휘발유,"200,700",흰색,219,옵션
,,,,[ 2010 ],,,,,
2022-04-01,77?일,?제네시스 BH330 GRAND [무],오토,2008.06,휘발유,"193,760",은색,560,옵션
,,,,[ 2008 ],,,,,
2022-04-01,130?일,?쏘울 EV EV [무],오토,2018.06,전기,"36,838",흰색,"1,590",옵션
,,,,[ 2018 ],,,,,
2022-04-01,133?일,?LF 소나타 2.0 프리미엄 [무],오토,2015.03,휘발유,"133,493",검정색,"1,320",옵션
,,,,[ 2015 ],,,,,
2022-04-01,24?일,?레이 프레스티지,오토,2014.11,휘발유,"110,000",흰색,750,옵션
,,,,[ 2015 ],,,,,
2022-04-01,39?일,?크루즈 1.8LTZ + 스타일패키지 [무],오토,2014.10,휘발유,"90,000",흰색,619,옵션
,,,,[ 2014 ],,,,,
2022-04-01,8?일,?아반떼AD 1.6 GDI 밸류 플러스 [무],오토,2018.06,휘발유,"53,376",쥐색,"1,350",옵션
,,,,[ 2018 ],,,,,
2022-04-01,17?일,?그랜저IG 3.0 GDI 익스클루시브 [무],오토,2017.01,휘발유,"142,062",검정색,"1,690",옵션
,,,,[ 2017 ],,,,,
2022-04-01,85?일,?포터2 냉동탑 초장축 슈퍼캡,오토,2014.02,경유,"208,902",흰색,51,옵션
,,,,[ 2014 ],,,,,
2022-04-01,17?일,?기블리 3.0 디젤,오토,2015.07,경유,"150,405",흰색,"3,090",옵션
,,,,[ 2015 ],,,,,
2022-04-01,67?일,?싼타페TM 디젤 2.0 2WD 익스클루시브 [무],오토,2018.05,경유,"50,893",다크그레이,"9,999",옵션
,,,,[ 2019 ],,,,,
2022-04-01,10?일,?더뉴레이 시그니처 [무],오토,2021.09,휘발유,"4,286",흰색,500,옵션
,,,,[ 2022 ],,,,,
2022-04-01,95?일,?K3 1.6GDI 디럭스,오토,2015.05,휘발유,"96,000",흰색,400,옵션
,,,,[ 2015 ],,,,,
2022-04-01,7?일,?뉴SM3(신형) RE [무],오토,2012.02,휘발유,"103,034",쥐색,999,옵션
,,,,[ 2012 ],,,,,
2022-04-01,16?일,?포터2 카고(CRDI) 초장축 슈퍼캡 스타일 [무],수동,2021.09,경유,"9,200",흰색,"1,830",옵션
,,,,[ 2022 ],,,,,
2022-04-01,86?일,?포터2 카고(CRDI) 초장축 슈퍼캡 골드 [무],오토,2015.08,경유,"220,423",흰색,930,옵션
,,,,[ 2016 ],,,,,
2022-04-01,71?일,?뉴라보 롱카고 DLX [무],수동,2020.07,LPG,"137,562",흰색,670,옵션
,,,,[ 2020 ],,,,,
2022-04-01,25?일,?프라이드신형 4DR 1.6 CVVT 골드프리미엄 [무],오토,2008.01,휘발유,"64,256",검정색,330,옵션
,,,,[ 2008 ],,,,,
2022-04-01,18?일,?뉴E-클래스 E300 아방가르드 [무],오토,2012.12,휘발유,"184,730",검정색,950,옵션
,,,,[ 2013 ],,,,,
2022-04-01,14?일,?뉴5-SERIES 520D 세단 [무],오토,2012.02,경유,"170,000",흰색,"1,399",옵션
,,,,[ 2012 ],,,,,
2022-04-01,25?일,?X1(F48) XDRIVE 20D [무],오토,2016.02,경유,"106,000",검정색,"2,360",옵션
,,,,[ 2016 ],,,,,
2022-04-01,91?일,?E-클래스(W213) E220D 4MATIC 익스클루시브 [무],오토,2019.04,경유,"27,000",흰색,"5,460",옵션
,,,,[ 2019 ],,,,,
2022-04-01,36?일,?포터2 더블캡(CRDI) 초장축 SUPER [무],수동,2010.11,경유,"169,867",흰색,570,옵션
,,,,[ 2011 ],,,,,
2022-04-01,16?일,?더뉴아반떼AD 1.6 스마트 베스트 초이스,오토,2019.08,휘발유,"59,122",흰색,"1,360",옵션
,,,,[ 2020 ],,,,,
2022-03-31,34?일,?봉고3트럭 1톤 초장축 킹캡 CRDi,수동,2010.01,경유,"64,348",청색,620,옵션
,,,,[ 2010 ],,,,,
2022-03-31,10?일,?올뉴K7 R 2.2 프레스티지 [무],오토,2016.03,경유,"90,881",청색,"1,850",옵션
,,,,[ 2016 ],,,,,
2022-03-31,24?일,?봉고3트럭 활어차 1톤 초장축 킹캡 CRDi 럭셔리 [무],수동,2017.02,경유,"163,912",흰색,"1,040",옵션
,,,,[ 2017 ],,,,,
