판매일,기간,차량/세부모델,미션,연식,연료,주행거리,색상,가격,옵션
,,,,[ 2020 ],,,,,
2021-09-13,53?일,?뉴라보 롱카고 DLX,수동,2018.08,LPG,"126,139",흰색,480,옵션
,,,,[ 2018 ],,,,,
2021-09-13,54?일,?뉴5-SERIES 528I 세단 [무],오토,2011.03,휘발유,"149,084",청색,"1,090",옵션
,,,,[ 2011 ],,,,,
2021-09-13,54?일,?G80 3.3 GDI 프리미엄 럭셔리 [무],오토,2018.03,휘발유,"115,161",검정색,"2,590",옵션
,,,,[ 2018 ],,,,,
2021-09-13,53?일,?뉴5-SERIES 520D 세단 [무],오토,2013.02,경유,"218,402",흰색,"1,030",옵션
,,,,[ 2013 ],,,,,
2021-09-13,53?일,?뉴A6 40 TDI 콰트로 스포츠,오토,2015.06,경유,"130,715",흰색,"2,200",옵션
,,,,[ 2016 ],,,,,
2021-09-13,55?일,?올뉴모닝(JA) 럭셔리,오토,2019.07,휘발유,"28,841",하늘색,890,옵션
,,,,[ 2020 ],,,,,
2021-09-13,55?일,?티구안(2세대) 2.0 TDI 프리미엄,오토,2020.04,경유,"17,000",흰색,"9,999",옵션
,,,,[ 2020 ],,,,,
2021-09-13,55?일,?EQ900 3.8 GDI AWD 프리미엄 럭셔리,오토,2017.08,휘발유,"141,000",검정색,"3,490",옵션
,,,,[ 2018 ],,,,,
2021-09-13,54?일,?포터2 카고(CRDI) 초장축 슈퍼캡 [무],수동,2013.01,경유,"171,413",청색,750,옵션
,,,,[ 2013 ],,,,,
2021-09-13,54?일,?G80 3.3 GDI 럭셔리 [무],오토,2017.06,휘발유,"104,901",검정색,"2,230",옵션
,,,,[ 2017 ],,,,,
2021-09-13,54?일,?3008 1.6 E-HDI [무],오토,2014.10,경유,"120,000",흰색,729,옵션
,,,,[ 2015 ],,,,,
2021-09-13,54?일,?뉴오피러스 GH270 스페셜,오토,2008.03,휘발유,"148,359",검정색,290,옵션
,,,,[ 2008 ],,,,,
2021-09-13,94?일,?포터2 4WD 장축 더블캡 프리미엄 [무],수동,2020.03,경유,"18,000",흰색,"1,890",옵션
,,,,[ 2020 ],,,,,
2021-09-13,95?일,?뉴체어맨 500S 트라이엄 [무],오토,2007.11,휘발유,"112,206",검정색,190,옵션
,,,,[ 2007 ],,,,,
2021-09-13,96?일,?뉴C-클래스 C200 CGI [무],오토,2014.03,휘발유,"82,725",흰색,"1,290",옵션
,,,,[ 2014 ],,,,,
2021-09-13,96?일,?그랜저HG HG300 PRIME [무],오토,2011.02,휘발유,"80,543",은색,730,옵션
,,,,[ 2011 ],,,,,
2021-09-13,98?일,?올뉴K7 3.0 GDI 프레스티지 [무],오토,2018.09,휘발유,"41,384",검정색,"2,190",옵션
,,,,[ 2018 ],,,,,
2021-09-13,98?일,?올뉴K7 2.4 GDI 프레스티지 [무],오토,2018.02,휘발유,"47,000",검정색,"1,950",옵션
,,,,[ 2018 ],,,,,
2021-09-13,97?일,?그랜저HG HG300 PREMIUM [무],오토,2013.06,휘발유,"181,034",검정색,690,옵션
,,,,[ 2014 ],,,,,
2021-09-13,97?일,?익스플로러 2.0 에코부스트 [무],오토,2013.10,휘발유,"152,676",흰색,"1,180",옵션
,,,,[ 2014 ],,,,,
2021-09-13,91?일,?아반떼MD M16GDI TOP,오토,2010.10,휘발유,"112,457",흰색,570,옵션
,,,,[ 2010 ],,,,,
2021-09-13,91?일,?페이튼 V6 3.2 NWB [무],오토,2006.09,휘발유,"186,531",검정색,290,옵션
,,,,[ 2006 ],,,,,
2021-09-13,91?일,?그랜드카니발 GLX 기본형,오토,2006.02,경유,"314,461",흰색,190,옵션
,,,,[ 2006 ],,,,,
2021-09-13,91?일,?QM5 2WD RE PLUS [무],오토,2008.04,경유,"361,887",하늘색,190,옵션
,,,,[ 2008 ],,,,,
2021-09-13,89?일,?그랜저HG HG240 LUXURY [무],오토,2012.06,휘발유,"89,000",은회색,940,옵션
,,,,[ 2012 ],,,,,
2021-09-13,89?일,?더프레스티지K7 2.4 GDI 프레스티지 [무],오토,2012.06,휘발유,"86,912",흰색,940,옵션
,,,,[ 2012 ],,,,,
2021-09-13,83?일,?카니발R 그랜드 GX,수동,2011.06,경유,"150,780",하늘색,370,옵션
,,,,[ 2011 ],,,,,
2021-09-13,83?일,?뉴티구안 2.0 TDI 프리미엄,오토,2015.07,경유,"131,000",검정색,"1,240",옵션
,,,,[ 2015 ],,,,,
2021-09-13,81?일,?소나타뉴라이즈 LPI 스타일 [무],오토,2018.01,LPG,"90,000",다크그레이,"1,090",옵션
,,,,[ 2018 ],,,,,
2021-09-13,82?일,?뉴SM3(신형) PE [무],오토,2012.09,휘발유,"132,017",갈색,270,옵션
,,,,[ 2013 ],,,,,
2021-09-13,84?일,?뉴A6 40 TDI 콰트로 프리미엄 [무],오토,2016.08,경유,"150,801",쥐색,"1,990",옵션
,,,,[ 2016 ],,,,,
2021-09-13,87?일,?쏘울 1.6 SMART [무],오토,2011.02,휘발유,"170,788",베이지색,480,옵션
,,,,[ 2011 ],,,,,
2021-09-13,84?일,?뉴 세브링 2.0 세단 [무],오토,2009.12,경유,"199,295",검정색,170,옵션
,,,,[ 2009 ],,,,,
2021-09-13,84?일,?캡티바 2.0 2WD LS Premium [무],오토,2015.06,경유,"130,177",흰색,730,옵션
,,,,[ 2015 ],,,,,
2021-09-13,87?일,?포터2 카고(CRDI) 초장축 슈퍼캡 슈퍼,,2009.06,,"90,715",,640,옵션
,,,,[ 2009 ],,,,,
2021-09-13,87?일,?포르테 1.6 CVVT SI [무],오토,2010.01,휘발유,"140,000",다크그레이,360,옵션
,,,,[ 2010 ],,,,,
2021-09-13,87?일,?뉴SM5(신형) SE PLUS [무],오토,2010.01,휘발유,"205,464",은색,260,옵션
,,,,[ 2010 ],,,,,
2021-09-13,80?일,?뉴QM3 RE,오토,2019.07,경유,"29,000",쥐색,10,옵션
,,,,[ 2019 ],,,,,
2021-09-13,80?일,?뉴카운티 캠핑카 [무],수동,2013.02,경유,"225,000",흰색투톤,"6,200",옵션
,,,,[ 2013 ],,,,,
2021-09-13,81?일,?E-클래스(W213) E300 아방가르드 [무],오토,2016.12,휘발유,"74,000",은색,"3,990",옵션
,,,,[ 2017 ],,,,,
2021-09-13,80?일,?크루즈 1.8 LS+,오토,2013.12,휘발유,"158,367",흰색,350,옵션
,,,,[ 2014 ],,,,,
2021-09-13,80?일,?봉고3트럭 1.2톤 초장축 표준캡 CRDi [무],수동,2009.03,경유,"35,182",흰색,755,옵션
,,,,[ 2009 ],,,,,
2021-09-13,77?일,?그랜드스타렉스 11인 CVX 프리미엄,오토,2012.06,경유,"230,539",검정색,540,옵션
,,,,[ 2012 ],,,,,
2021-09-13,77?일,?더뉴QM6 2.0 GDE LE 2WD [무],오토,2020.06,휘발유,"7,818",쥐색,"2,240",옵션
,,,,[ 2020 ],,,,,
2021-09-13,77?일,?액티언스포츠 2WD AX5 PASSION [무],오토,2007.07,경유,"69,172",은색,470,옵션
,,,,[ 2008 ],,,,,
2021-09-13,77?일,?올란도 LT 세이프티팩 [무],오토,2014.08,경유,"227,463",흰색,510,옵션
,,,,[ 2014 ],,,,,
2021-09-13,77?일,?그랜드스타렉스밴 3인 CVX 럭셔리 [무],오토,2014.01,경유,"161,547",은색,11,옵션
,,,,[ 2014 ],,,,,
2021-09-13,77?일,?뉴CLS-CLASS CLS350 [무],오토,2013.06,휘발유,"107,956",검정색,"2,250",옵션
,,,,[ 2013 ],,,,,
2021-09-13,76?일,?렉스턴 스포츠 2.2 디젤 4WD 프레스티지 [무],오토,2018.08,경유,"33,152",검정색,"2,400",옵션
,,,,[ 2018 ],,,,,
2021-09-13,76?일,?아반떼AD 1.6 GDI 스마트,오토,2016.01,휘발유,"95,339",흰색,"1,040",옵션
,,,,[ 2016 ],,,,,
2021-09-13,79?일,?더뉴모닝 디럭스 [무],오토,2015.02,휘발유,"29,999",은색,10,옵션
,,,,[ 2016 ],,,,,
2021-09-13,75?일,?QM5네오 2WD SE [무],오토,2015.06,경유,"108,000",흰색,10,옵션
,,,,[ 2015 ],,,,,
2021-09-13,75?일,?제네시스 BH330 MODERN 스페셜,오토,2012.07,휘발유,"218,736",검정색,710,옵션
,,,,[ 2013 ],,,,,
2021-09-13,75?일,?체어맨H 뉴클래식 600S VIP [무],오토,2012.11,휘발유,"99,000",검정색,610,옵션
,,,,[ 2013 ],,,,,
2021-09-13,75?일,?NF소나타트랜스폼 N20 TRANSFORM,오토,2008.10,휘발유,"141,600",검정색,220,옵션
,,,,[ 2009 ],,,,,
2021-09-13,75?일,?그랜드스타렉스 12인 CVX 프리미엄 [무],오토,2015.02,경유,"130,883",은색,850,옵션
,,,,[ 2015 ],,,,,
2021-09-13,69?일,?뉴A6 45 TDI 콰트로 [무],오토,2014.11,경유,"31,573",검정색,"2,690",옵션
,,,,[ 2015 ],,,,,
2021-09-13,72?일,?스파크 LT 기본형 [무],수동,2013.01,LPG,"105,064",은색,270,옵션
,,,,[ 2013 ],,,,,
2021-09-13,69?일,?엑센트신형 위트 1.4VVT 모던 [무],오토,2017.08,휘발유,"71,856",흰색,830,옵션
,,,,[ 2018 ],,,,,
2021-09-13,69?일,?소나타뉴라이즈 2.0 스마트 스페셜,오토,2018.04,휘발유,"67,945",쥐색,"1,590",옵션
,,,,[ 2018 ],,,,,
2021-09-13,69?일,?레이 디럭스 스페셜,오토,2014.06,휘발유,"117,420",다크그레이,510,옵션
,,,,[ 2015 ],,,,,
2021-09-13,68?일,?올란도 LPGI LS [무],오토,2011.10,LPG,"206,948",은색,399,옵션
,,,,[ 2012 ],,,,,
2021-09-13,70?일,?싼타페DM 4WD 2.0 PREMIUM [무],오토,2016.05,경유,"131,043",은색,"1,600",옵션
,,,,[ 2016 ],,,,,
2021-09-13,70?일,?아반떼AD 1.6 GDI 프리미엄 [무],오토,2017.02,휘발유,"90,300",쥐색,"9,999",옵션
,,,,[ 2017 ],,,,,
2021-09-13,69?일,?마스터 버스 2.3 13인승,수동,2020.09,경유,"1,165",은색,"3,190",옵션
,,,,[ 2020 ],,,,,
2021-09-13,70?일,?i30(PD) 1.4 터보 스타일 [무],오토,2019.07,휘발유,"44,095",흰색,30,옵션
,,,,[ 2020 ],,,,,
2021-09-13,70?일,?뉴티구안 2.0 TDI 프리미엄 [무],오토,2012.06,경유,"118,583",흰색,"1,030",옵션
,,,,[ 2012 ],,,,,
2021-09-13,70?일,?올뉴모닝 바이퓨얼 스마트 [무],오토,2011.09,휘발유/LPG겸,"110,000",다크그레이,330,옵션
,,,,[ 2012 ],,,,,
2021-09-13,70?일,?마스터 버스 2.3 13인승,수동,2019.06,경유,"49,325",검정색,10,옵션
,,,,[ 2019 ],,,,,
2021-09-13,73?일,?봉고3트럭 1.2톤 초장축 킹캡 CRDi 프레스티지 [무],수동,2017.02,경유,"203,000",청색,10,옵션
,,,,[ 2017 ],,,,,
2021-09-13,73?일,?포르테쿱GDI 1.6 럭셔리,오토,2013.01,휘발유,"90,713",흰색,430,옵션
,,,,[ 2013 ],,,,,
2021-09-13,42?일,?그랜드카니발 GLX 최고급형 [무],오토,2009.04,경유,"200,000",검정색,330,옵션
,,,,[ 2009 ],,,,,
2021-09-13,44?일,?뉴SM3(신형) LE PLUS [무],오토,2012.10,휘발유,"64,839",흰색,520,옵션
,,,,[ 2012 ],,,,,
2021-09-13,42?일,?뉴티구안 2.0 TDI 컴포트 [무],오토,2015.12,경유,"102,777",쥐색,"1,230",옵션
,,,,[ 2016 ],,,,,
2021-09-13,42?일,?싼타페DM 2WD 2.0 PREMIUM [무],오토,2013.07,경유,"112,088",은색,"1,280",옵션
,,,,[ 2014 ],,,,,
2021-09-13,45?일,?그랜드스타렉스 12인 CVX 럭셔리 [무],오토,2013.02,경유,"142,704",은색,790,옵션
,,,,[ 2013 ],,,,,
2021-09-13,45?일,?쿠퍼D 5도어 MID [무],오토,2016.10,경유,"43,355",검정색,1,옵션
,,,,[ 2016 ],,,,,
2021-09-13,45?일,?티볼리 아머 디젤 VX 2WD [무],오토,2018.04,경유,"46,203",청색,"1,450",옵션
,,,,[ 2018 ],,,,,
2021-09-13,47?일,?올뉴모닝 디럭스 스페셜 [무],오토,2011.06,휘발유,"46,993",은색,"9,999",옵션
,,,,[ 2011 ],,,,,
2021-09-13,47?일,?포터2 내장탑 하이탑,수동,2015.06,경유,"157,892",흰색,20,옵션
,,,,[ 2016 ],,,,,
2021-09-13,47?일,?올뉴모닝(JA) 프레스티지 [무],오토,2020.01,휘발유,"32,420",검정색,"1,100",옵션
,,,,[ 2020 ],,,,,
2021-09-13,47?일,?포터2 더블캡(CRDI) 초장축 프리미엄 [무],오토,2017.01,경유,"44,019",흰색,"1,740",옵션
,,,,[ 2017 ],,,,,
2021-09-13,47?일,?뉴모닝 LX 고급형 블랙프리미엄 [무],오토,2010.09,휘발유,"53,327",검정색,290,옵션
,,,,[ 2011 ],,,,,
2021-09-13,46?일,?티볼리 1.6 LX 최고급형 [무],오토,2015.05,휘발유,"52,369",청색,"1,250",옵션
,,,,[ 2015 ],,,,,
2021-09-13,46?일,?더뉴쏘렌토 디젤 2.0 2WD 프레스티지 [무],오토,2018.07,경유,"33,000",다크그레이,"2,560",옵션
,,,,[ 2019 ],,,,,
2021-09-13,39?일,?SM6 2.0 GDe SE [무],오토,2016.09,휘발유,"112,000",흰색,"1,010",옵션
,,,,[ 2016 ],,,,,
2021-09-13,40?일,?크루즈5 1.8 LT+ [무],오토,2012.05,휘발유,"150,106",쥐색,510,옵션
,,,,[ 2012 ],,,,,
2021-09-13,40?일,?G90 3.8 GDI 럭셔리 [무],오토,2018.12,휘발유,"50,849",검정색,"5,930",옵션
,,,,[ 2019 ],,,,,
2021-09-13,40?일,?레이 터보 프레스티지,오토,2016.06,휘발유,"49,000",검정색,"1,111",옵션
,,,,[ 2016 ],,,,,
2021-09-13,40?일,?봉고3트럭 하이내장탑 1톤,오토,2018.05,경유,"37,663",흰색,"1,790",옵션
,,,,[ 2019 ],,,,,
2021-09-13,40?일,?K3 1.6GDI 프레스티지,오토,2012.12,휘발유,"49,657",흰색,630,옵션
,,,,[ 2013 ],,,,,
2021-09-13,40?일,?제네시스DH G330 모던 AWD [무],오토,2015.01,휘발유,"57,725",쥐색,"2,280",옵션
,,,,[ 2015 ],,,,,
2021-09-13,42?일,?올뉴모닝 디럭스,오토,2011.02,휘발유,"120,264",빨간색,320,옵션
,,,,[ 2012 ],,,,,
2021-09-13,42?일,?그랜저TG Q270 LUXURY 기본형 [무],오토,2008.01,휘발유,"90,000",검정색,"11,111",옵션
,,,,[ 2008 ],,,,,
2021-09-13,42?일,?액티언스포츠 4WD AX7 CLUB,오토,2009.12,경유,"137,000",흰색,430,옵션
,,,,[ 2010 ],,,,,
2021-09-13,42?일,?뉴 7-SERIES 740 i [무],오토,2012.10,휘발유,"174,253",은색,"2,230",옵션
,,,,[ 2013 ],,,,,
2021-09-13,42?일,?니로 1.6 하이브리드 럭셔리 [무],오토,2017.01,휘발유 하이브리드,"67,944",청색,"1,680",옵션
,,,,[ 2017 ],,,,,
2021-09-13,41?일,?렉스턴 스포츠 2.2 디젤 4WD 프레스티지 스페셜 [무],오토,2020.01,경유,"19,489",쥐색,"2,680",옵션
,,,,[ 2020 ],,,,,
2021-09-13,42?일,?싼타페TM 디젤 2.0 2WD 프레스티지 [무],오토,2019.06,경유,"35,277",쥐색,"2,800",옵션
,,,,[ 2020 ],,,,,
2021-09-13,41?일,?포터2 카고(CRDI) 초장축 슈퍼캡,오토,2015.04,경유,"28,900",청색,"1,360",옵션
,,,,[ 2016 ],,,,,
2021-09-13,41?일,?그랜저 IG 하이브리드 프리미엄 [무],오토,2017.07,휘발유 하이브리드,"173,323",검정색,"1,590",옵션
,,,,[ 2018 ],,,,,
2021-09-13,41?일,?올뉴모닝 디럭스 [무],오토,2011.06,휘발유,"80,000",흰색,439,옵션
,,,,[ 2012 ],,,,,
2021-09-13,41?일,?SM7뉴아트 2.3 SE PLEASURE [무],오토,2011.09,휘발유,"75,502",흰색,590,옵션
,,,,[ 2011 ],,,,,
2021-09-13,41?일,?투싼iX 2WD VGT LX20 스마트 팩 [무],오토,2010.09,경유,"122,357",은색,640,옵션
,,,,[ 2011 ],,,,,
2021-09-13,41?일,?아반떼MD M16GDI LUXURY [무],오토,2010.11,휘발유,"166,982",은색,300,옵션
,,,,[ 2011 ],,,,,
2021-09-13,41?일,?레인지로버 이보크 2.0 TD4 SE [무],오토,2016.01,경유,"94,939",쥐색,"2,499",옵션
,,,,[ 2016 ],,,,,
2021-09-13,41?일,?에쿠스(신형) VS380 모던,오토,2014.09,휘발유,"143,854",검정색,"1,830",옵션
,,,,[ 2015 ],,,,,
2021-09-13,35?일,?올뉴모닝 디럭스 스페셜,오토,2013.06,휘발유,"75,000",흰색,"5,555",옵션
,,,,[ 2013 ],,,,,
2021-09-13,35?일,?아반떼AD 1.6 GDI 밸류 플러스 [무],오토,2017.09,휘발유,"34,891",흰색,"1,299",옵션
,,,,[ 2018 ],,,,,
2021-09-13,35?일,?더뉴모닝 럭셔리,오토,2016.06,휘발유,"47,000",베이지색,5,옵션
,,,,[ 2016 ],,,,,
2021-09-13,35?일,?아반떼AD 1.6 GDI 스타일 [무],오토,2017.05,휘발유,"63,000",흰색,"1,090",옵션
,,,,[ 2018 ],,,,,
2021-09-13,34?일,?싼타페DM 2WD 2.0 EXCLUSIVE 스페셜 [무],오토,2014.03,경유,"59,102",흰색,"9,999",옵션
,,,,[ 2015 ],,,,,
2021-09-13,35?일,?스파크 LT [무],오토,2013.10,휘발유,"115,230",검정색,"7,000",옵션
,,,,[ 2014 ],,,,,
2021-09-13,37?일,?체어맨 400 [무],오토,2003.04,휘발유,"100,000",검정색,100,옵션
,,,,[ 2003 ],,,,,
2021-09-13,34?일,?뉴 투싼iX 디젤(E-VGT)2WD 스마트 스페셜 [무],오토,2014.04,경유,"220,000",진주색,740,옵션
,,,,[ 2014 ],,,,,
2021-09-13,34?일,?포르테쿱GDI 1.6 프레스티지,오토,2011.06,휘발유,"120,449",흰색,410,옵션
,,,,[ 2012 ],,,,,
2021-09-13,34?일,?G4렉스턴 디젤 2.2 4WD 마제스티 스페셜 [무],오토,2019.11,경유,"52,973",다크그레이,"3,000",옵션
,,,,[ 2020 ],,,,,
2021-09-13,33?일,?G80 3.3 GDI AWD 럭셔리 [무],오토,2016.11,휘발유,"68,464",흰색,"2,840",옵션
,,,,[ 2017 ],,,,,
2021-09-13,35?일,?모하비 4WD KV300 최고급형 [무],오토,2013.01,경유,"153,260",쥐색,"1,750",옵션
,,,,[ 2013 ],,,,,
2021-09-13,38?일,?올뉴마티즈 슈퍼 일반형 [무],오토,2006.02,휘발유,"134,000",흰색,11,옵션
,,,,[ 2006 ],,,,,
2021-09-13,39?일,?더 뉴 아반떼 1.6 GDI 스타일 [무],오토,2014.09,휘발유,"63,065",검정색,750,옵션
,,,,[ 2015 ],,,,,
2021-09-13,39?일,?S-클래스-W222 S350 D 4MATIC [무],오토,2016.08,경유,"118,000",검정색,"5,600",옵션
,,,,[ 2016 ],,,,,
2021-09-13,39?일,?3시리즈(F30) 320D 모던 [무],오토,2013.12,경유,"134,390",흰색,"1,320",옵션
,,,,[ 2014 ],,,,,
2021-09-13,39?일,?뉴체어맨W CW600 4TRONIC 럭셔리,오토,2013.07,휘발유,"87,628",검정색,"1,150",옵션
,,,,[ 2014 ],,,,,
2021-09-13,39?일,?뉴A4 2.0 TDI [무],오토,2012.09,경유,"142,104",흰색,880,옵션
,,,,[ 2013 ],,,,,
2021-09-13,38?일,?2008 1.6 BLUEHDI 펠린 [무],오토,2015.08,경유,"110,000",흰색,"1,500",옵션
,,,,[ 2015 ],,,,,
2021-09-13,38?일,?그랜저HG LPG HG300 장애인용 [무],오토,2014.04,LPG,"102,360",흰색,"1,380",옵션
,,,,[ 2014 ],,,,,
2021-09-13,38?일,?올뉴모닝(JA) 디럭스,오토,2017.07,휘발유,"43,000",은색,570,옵션
,,,,[ 2017 ],,,,,
2021-09-13,35?일,?포터2 카고(CRDI) 초장축 슈퍼캡,오토,2012.06,경유,"193,113",흰색,770,옵션
,,,,[ 2012 ],,,,,
2021-09-13,38?일,?스파크 LT [무],오토,2014.07,휘발유,"33,921",흰색,590,옵션
,,,,[ 2014 ],,,,,
2021-09-13,38?일,?더비틀 2.0 TDI 프리미엄 [무],오토,2014.11,경유,"178,111",검정색,940,옵션
,,,,[ 2015 ],,,,,
2021-09-13,38?일,?YF소나타 LUXURY [무],오토,2011.10,휘발유,"144,167",쥐색,470,옵션
,,,,[ 2012 ],,,,,
2021-09-13,35?일,?그랜저하이브리드 PREMIUM [무],오토,2014.02,휘발유 하이브리드,"140,000",검정색,"1,280",옵션
,,,,[ 2014 ],,,,,
2021-09-13,35?일,?체로키(KL) 2.4 론지튜드 AWD,오토,2015.01,휘발유,"152,534",민트색,"1,300",옵션
,,,,[ 2014 ],,,,,
2021-09-13,35?일,?K5 MX 2.0 프레스티지 [무],오토,2016.04,휘발유,"84,000",흰색,"1,360",옵션
,,,,[ 2016 ],,,,,
2021-09-13,35?일,?올뉴모닝 디럭스 스페셜 [무],오토,2013.08,휘발유,"104,824",베이지색,420,옵션
,,,,[ 2013 ],,,,,
2021-09-13,35?일,?제네시스DH G330 모던,오토,2014.01,휘발유,"141,894",검정색,"1,510",옵션
,,,,[ 2014 ],,,,,
2021-09-13,26?일,?뉴SM5(신형) PE [무],오토,2012.04,휘발유,"136,290",흰색,290,옵션
,,,,[ 2012 ],,,,,
2021-09-13,26?일,?더 SUV 스포티지 디젤 2.0 2WD 트렌디 [무],오토,2017.04,경유,"59,000",흰색,"1,440",옵션
,,,,[ 2017 ],,,,,
2021-09-13,26?일,?QM3 LE [무],오토,2015.06,경유,"40,000",검정색,990,옵션
,,,,[ 2015 ],,,,,
2021-09-13,26?일,?뉴 투싼iX 디젤(E-VGT)2WD 스마트 [무],오토,2014.11,경유,"119,729",흰색,"1,130",옵션
,,,,[ 2015 ],,,,,
2021-09-13,27?일,?올뉴K3 G1.6 프레스티지,오토,2018.05,휘발유,"43,041",흰색,"91,469",옵션
,,,,[ 2019 ],,,,,
2021-09-13,27?일,?마티즈크리에이티브 JAZZ 고급형 [무],오토,2009.09,휘발유,"104,406",하늘색,220,옵션
,,,,[ 2010 ],,,,,
2021-09-13,27?일,?포터2 카고(CRDI) 초장축 슈퍼캡 [무],수동,2015.10,경유,"139,370",청색,900,옵션
,,,,[ 2016 ],,,,,
2021-09-13,27?일,?콜로라도 3.6 익스트림-X 4WD 스포츠 바 [무],오토,2020.05,휘발유,"14,858",빨간색,"3,750",옵션
,,,,[ 2020 ],,,,,
2021-09-13,27?일,?베라쿠르즈 4WD 300VX 프리미어,오토,2008.03,경유,"190,927",흰색,680,옵션
,,,,[ 2008 ],,,,,
2021-09-13,27?일,?싼타페CM 2WD(2.2VGT) CLX 고급형 [무],오토,2007.01,경유,"136,910",은색,350,옵션
,,,,[ 2007 ],,,,,
2021-09-13,27?일,?QM6 2WD LE [무],오토,2017.08,경유,"131,107",흰색,"1,310",옵션
,,,,[ 2017 ],,,,,
2021-09-13,27?일,?올뉴말리부 1.5 터보 LS 디럭스 [무],오토,2018.07,휘발유,"82,000",흰색,10,옵션
,,,,[ 2018 ],,,,,
2021-09-13,27?일,?더프레스티지K7 2.4 GDI 프레스티지 [무],오토,2012.09,휘발유,"169,000",흰색,700,옵션
,,,,[ 2012 ],,,,,
2021-09-13,27?일,?뉴A4 2.0 TFSI 콰트로 다이나믹 [무],오토,2010.07,휘발유,"152,000",검정색,780,옵션
,,,,[ 2010 ],,,,,
2021-09-13,27?일,?스팅어 3.3 터보 2WD GT [무],오토,2017.07,휘발유,"66,799",흰색,"2,999",옵션
,,,,[ 2018 ],,,,,
2021-09-13,27?일,?팰리세이드 디젤 2.2 2WD 익스클루시브 [무],오토,2019.03,경유,"44,879",쥐색,"3,290",옵션
,,,,[ 2019 ],,,,,
2021-09-13,27?일,?K7 프리미어 2.5 GDI 노블레스 [무],오토,2019.07,휘발유,"33,754",검정색,"2,500",옵션
,,,,[ 2020 ],,,,,
2021-09-13,32?일,?더 뉴 카니발 9인승 럭셔리 [무],오토,2019.07,경유,"46,462",흰색,"2,480",옵션
,,,,[ 2019 ],,,,,
2021-09-13,32?일,?소나타하이브리드 YF HEV PREMIUM [무],오토,2013.02,휘발유 하이브리드,"95,000",흰색,"91,099",옵션
,,,,[ 2014 ],,,,,
2021-09-13,32?일,?뉴SM5플래티넘 LPLI LE,오토,2014.05,LPG,"121,000",검정색,430,옵션
,,,,[ 2014 ],,,,,
2021-09-13,32?일,?에쿠스(신형) VS380 모던,오토,2013.10,휘발유,"197,877",검정색,10,옵션
,,,,[ 2014 ],,,,,
2021-09-13,32?일,?뉴SM5플래티넘 RE [무],오토,2014.05,휘발유,"91,898",흰색,780,옵션
,,,,[ 2014 ],,,,,
2021-09-13,33?일,?뉴 MKZ 2.0 [무],오토,2014.11,휘발유,"96,880",검정색,"1,260",옵션
,,,,[ 2015 ],,,,,
