판매일,기간,차량/세부모델,미션,연식,연료,주행거리,색상,가격,옵션
,,,,[ 2016 ],,,,,
2021-10-14,52?일,?베라쿠르즈 4WD 300VXL 프리미엄 [무],오토,2007.03,경유,"271,944",청색,1,옵션
,,,,[ 2007 ],,,,,
2021-10-14,52?일,?YF소나타 LPI DELUXE [무],오토,2009.10,LPG,"34,454",은색,550,옵션
,,,,[ 2010 ],,,,,
2021-10-14,50?일,?티볼리 1.6 VX [무],오토,2015.08,휘발유,"112,462",흰색,"1,040",옵션
,,,,[ 2016 ],,,,,
2021-10-14,49?일,?포터2 카고(CRDI) 초장축 슈퍼캡 스마트 [무],수동,2020.07,경유,10,흰색,10,옵션
,,,,[ 2020 ],,,,,
2021-10-14,49?일,?에쿠스(신형) VL500(LIMOUSINE) 프레스티지 [무],오토,2014.11,휘발유,"215,000",검정색,"1,830",옵션
,,,,[ 2015 ],,,,,
2021-10-14,49?일,?쏘렌토R 2WD 2.0 TLX 최고급형 [무],오토,2009.06,경유,"221,902",은색,580,옵션
,,,,[ 2010 ],,,,,
2021-10-14,48?일,?GLC-CLASS GLC220 D 4MATIC 쿠페 [무],오토,2017.09,경유,"106,591",흰색,"4,320",옵션
,,,,[ 2018 ],,,,,
2021-10-14,49?일,?티볼리 1.6 VX [무],오토,2015.01,휘발유,"149,748",흰색,830,옵션
,,,,[ 2015 ],,,,,
2021-10-14,13?일,?소나타뉴라이즈 LPI 스타일 [무],오토,2018.07,LPG,"84,924",흰색,"1,330",옵션
,,,,[ 2019 ],,,,,
2021-10-14,13?일,?그랜저TG Q270 DELUXE [무],오토,2007.12,휘발유,"98,000",검정색,270,옵션
,,,,[ 2008 ],,,,,
2021-10-14,13?일,?봉고3트럭 1톤 초장축 킹캡 CRDi [무],수동,2009.02,경유,"140,115",흰색,600,옵션
,,,,[ 2009 ],,,,,
2021-10-14,13?일,?더 뉴 파사트 1.8 TSI [무],오토,2016.04,휘발유,"50,655",흰색,"1,500",옵션
,,,,[ 2016 ],,,,,
2021-10-14,14?일,?그랜저TG Q270 LUXURY [무],오토,2006.12,휘발유,"181,524",검정색,200,옵션
,,,,[ 2007 ],,,,,
2021-10-14,14?일,?아반떼MD 1.6GDI 스마트 [무],오토,2013.03,휘발유,"120,000",흰색,"9,999",옵션
,,,,[ 2013 ],,,,,
2021-10-14,14?일,?아반떼MD M16GDI LUXURY,오토,2011.03,휘발유,"145,263",은색,10,옵션
,,,,[ 2011 ],,,,,
2021-10-14,14?일,?포터2 카고(CRDI) 초장축 일반캡 슈퍼 [무],수동,2007.12,경유,"115,687",청색,420,옵션
,,,,[ 2008 ],,,,,
2021-10-14,14?일,?뉴 다마스 2인승 판넬밴 [무],수동,2020.06,LPG,"2,255",흰색,930,옵션
,,,,[ 2020 ],,,,,
2021-10-14,14?일,?뉴5-SERIES 520I 세단 [무],오토,2008.06,휘발유,"63,673",검정색,580,옵션
,,,,[ 2008 ],,,,,
2021-10-14,14?일,?제타 2.0 TDI,오토,2007.01,경유,"217,449",은색,230,옵션
,,,,[ 2006 ],,,,,
2021-10-14,14?일,?그랜드스타렉스밴 3인 CVX 밸류 [무],수동,2009.10,경유,"266,524",흰색,390,옵션
,,,,[ 2010 ],,,,,
2021-10-14,14?일,?포터2 일렉트릭 1톤 초장축 슈퍼캡 프리미엄 스페셜 [무],오토,2021.02,전기,238,흰색,"2,690",옵션
,,,,[ 2021 ],,,,,
2021-10-14,13?일,?벨로스터(JS) 1.6 터보 스포츠 [무],오토,2018.05,휘발유,"52,775",노란색,"1,310",옵션
,,,,[ 2018 ],,,,,
2021-10-14,13?일,?쏘렌토R 2WD 2.0 TLX 최고급형,오토,2011.06,경유,"216,559",쥐색,690,옵션
,,,,[ 2011 ],,,,,
2021-10-14,9?일,?코란도투리스모 GT 2WD 11인승 [무],오토,2013.07,경유,"210,337",흰색,550,옵션
,,,,[ 2014 ],,,,,
2021-10-14,9?일,?올뉴어코드 2.4 [무],오토,2016.10,휘발유,"44,340",흰색,"1,690",옵션
,,,,[ 2016 ],,,,,
2021-10-14,9?일,?올뉴쏘렌토 2WD 2.0 프레스티지 [무],오토,2014.09,경유,"170,000",흰색,"1,290",옵션
,,,,[ 2015 ],,,,,
2021-10-14,9?일,?봉고3트럭 윙바디 1톤 초장축 킹캡 CRDi 럭셔리 [무],오토,2017.06,경유,"192,740",흰색,"1,270",옵션
,,,,[ 2018 ],,,,,
2021-10-14,9?일,?스파크 시티팝 에디션 [무],오토,2015.05,휘발유,"143,000",흰색,399,옵션
,,,,[ 2015 ],,,,,
2021-10-14,9?일,?투싼iX 4WD VGT LX20 프리미어 [무],오토,2011.04,경유,"136,866",흰색,810,옵션
,,,,[ 2012 ],,,,,
2021-10-14,9?일,?QM6 가솔린 2WD RE [무],오토,2017.11,휘발유,"104,194",다크그레이,"1,590",옵션
,,,,[ 2018 ],,,,,
2021-10-14,9?일,?포터2 카고(CRDI) 초장축 슈퍼캡 플러스 [무],수동,2013.04,경유,"295,197",흰색,520,옵션
,,,,[ 2014 ],,,,,
2021-10-14,8?일,?뉴캠리 2.5 XLE [무],오토,2012.05,휘발유,"110,000",검정색,"9,999",옵션
,,,,[ 2012 ],,,,,
2021-10-14,9?일,?에쿠스(신형) VL500(LIMOUSINE) [무],오토,2009.10,휘발유,"170,000",검정색,11,옵션
,,,,[ 2010 ],,,,,
2021-10-14,16?일,?뉴스포티지 2WD TLX 최고급형 [무],오토,2007.12,경유,"105,001",은색투톤,280,옵션
,,,,[ 2007 ],,,,,
2021-10-14,16?일,?싼타페DM 4WD 2.0 EXCLUSIVE [무],오토,2014.07,경유,"107,000",흰색,"9,999",옵션
,,,,[ 2015 ],,,,,
2021-10-14,15?일,?트랙스 1.4 LT 디럭스 [무],오토,2013.12,휘발유,"111,167",흰색,780,옵션
,,,,[ 2014 ],,,,,
2021-10-14,15?일,?아반떼AD 1.6 GDI 밸류 플러스 [무],오토,2016.12,휘발유,"60,000",검정색,"1,099",옵션
,,,,[ 2017 ],,,,,
2021-10-14,15?일,?K3 1.6GDI 럭셔리 [무],오토,2015.03,휘발유,"83,013",다크블루,"98,299",옵션
,,,,[ 2015 ],,,,,
2021-10-14,17?일,?그랜저TG Q270 기본형,오토,2005.10,휘발유,"143,900",은색,149,옵션
,,,,[ 2006 ],,,,,
2021-10-14,17?일,?더뉴쏘렌토 디젤 2.0 2WD 노블레스 [무],오토,2017.11,경유,"87,000",흰색,"2,480",옵션
,,,,[ 2018 ],,,,,
2021-10-14,17?일,?레이 럭셔리,오토,2012.03,휘발유,"148,133",민트색,420,옵션
,,,,[ 2012 ],,,,,
2021-10-14,17?일,?스포티지R 4WD TLX 최고급형 [무],오토,2010.08,경유,"164,896",흰색,11,옵션
,,,,[ 2010 ],,,,,
2021-10-14,20?일,?더 뉴 봉고3트럭 1톤 킹캡 초장축 GLS [무],오토,2020.05,경유,"71,605",흰색,"1,690",옵션
,,,,[ 2020 ],,,,,
2021-10-14,17?일,?올뉴말리부 1.5 터보 LTZ [무],오토,2017.10,휘발유,"93,499",청색,"1,390",옵션
,,,,[ 2017 ],,,,,
2021-10-14,27?일,?캡티바 2.0 2WD LT Premium,오토,2015.09,경유,"68,000",흰색,"1,190",옵션
,,,,[ 2015 ],,,,,
2021-10-14,21?일,?쏘울 EV EV [무],오토,2018.05,휘발유,"84,500",흰색,"1,520",옵션
,,,,[ 2018 ],,,,,
2021-10-14,27?일,?SM6 2.0 GDe SE [무],오토,2016.06,휘발유,"32,626",검정색,"9,999",옵션
,,,,[ 2016 ],,,,,
2021-10-14,21?일,?SM5뉴임프레션 LPLI 장애우용 SE [무],오토,2010.09,LPG,"150,000",은색,179,옵션
,,,,[ 2010 ],,,,,
2021-10-14,20?일,?YF소나타 PRIME 고급형,오토,2010.07,휘발유,"92,669",흰색,"9,999",옵션
,,,,[ 2010 ],,,,,
2021-10-14,20?일,?캡티바 2.0 2WD LT [무],오토,2014.02,경유,"102,300",다크그레이,850,옵션
,,,,[ 2014 ],,,,,
2021-10-14,20?일,?니로 1.6 하이브리드 프레스티지,오토,2016.09,휘발유 하이브리드,"115,000",다크블루,"1,850",옵션
,,,,[ 2017 ],,,,,
2021-10-14,20?일,?렉스턴2 RX7 AWD 최고급형 [무],오토,2007.09,경유,"80,400",검정색,11,옵션
,,,,[ 2007 ],,,,,
2021-10-14,21?일,?더뉴그랜드스타렉스 밴 3인승 스마트 [무],오토,2019.03,경유,"45,459",흰색,"2,050",옵션
,,,,[ 2019 ],,,,,
2021-10-14,21?일,?올뉴쏘렌토 2WD 2.0 노블레스 [무],오토,2017.08,경유,"63,608",쥐색,"2,150",옵션
,,,,[ 2017 ],,,,,
2021-10-14,27?일,?스팅어 2.2 디젤 AWD 드림에디션 [무],오토,2018.02,경유,"51,000",검정색,"3,250",옵션
,,,,[ 2018 ],,,,,
2021-10-14,28?일,?뉴5-SERIES 528I 세단 [무],오토,2014.05,휘발유,"136,609",쥐색,"1,650",옵션
,,,,[ 2014 ],,,,,
2021-10-14,28?일,?에쿠스(신형) VS380 럭셔리 [무],오토,2010.08,휘발유,"203,472",검정색,100,옵션
,,,,[ 2010 ],,,,,
2021-10-14,30?일,?YF소나타 PREMIER 고급형 [무],오토,2009.12,휘발유,"150,000",은색,480,옵션
,,,,[ 2010 ],,,,,
2021-10-14,30?일,?SM5 520 V [무],오토,2002.10,휘발유,"88,000",검정색,999,옵션
,,,,[ 2002 ],,,,,
2021-10-14,30?일,?NF소나타 N20 LUXURY,오토,2005.08,휘발유,"73,946",은색,170,옵션
,,,,[ 2006 ],,,,,
2021-10-14,30?일,?콜로라도 3.6 익스트림-X 4WD [무],오토,2020.09,휘발유,"14,791",청색,"3,750",옵션
,,,,[ 2020 ],,,,,
