,index,이름,제조회사,모델명,세부모델,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지,신차가격,감가상각률,감가상각액(1년),2023년(예상),2024년(예상),2025년(예상),2026년(예상),2027년(예상),2028년(예상),2029년(예상),2030년(예상),현재가_감가율적용,1년후_감가율적용,2년후_감가율적용,3년후_감가율적용,4년후_감가율적용,5년후_감가율적용,현재가치_잔존가치,1년후_잔존가치,2년후_잔존가치,3년후_잔존가치,4년후_잔존가치,5년후_잔존가치,현재가치_판매이득가치,1년후_판매이득가치,2년후_판매이득가치,3년후_판매이득가치,4년후_판매이득가치,5년후_판매이득가치
10739,10739,벤츠 M클래스(W163/164),벤츠,M클래스,M클래스 3세대,2940,2987,2013,검정색,103817,자동,경유,SUV,0,후륜,0,0,외제차,9130,7,639,2301,1662,1023,384,0,0,0,0,8491,7852,7213,6574,5935,5296,6656,5524,4565,3762,3104,2566,1835,2328,2648,2812,2831,2730
10775,10775,혼다 시빅(8세대),혼다,시빅,시빅 8세대,1040,1799,2014,흰색,80788,자동,휘발유,준중형차,0,전륜,0,0,외제차,3000,9.2,276,764,488,212,0,0,0,0,0,2724,2448,2172,1896,1620,1344,2187,1815,1500,1236,1020,843,537,633,672,660,600,501
10779,10779,스마트 포투(2세대),스마트,포투,포투 2세대,1320,999,2013,흰색,65465,자동,휘발유,소형차,0,후륜,0,0,외제차,2600,5.4,140,1180,1040,900,760,620,480,340,200,2460,2320,2180,2040,1900,1760,1895,1573,1300,1071,884,731,565,747,880,969,1016,1029
10798,10798,현대 아반떼,현대,아반떼,아반떼,820,1795,2016,회색,95955,자동,휘발유,준중형차,0,전륜,0,0,국산차,1700,7.3,124,696,572,448,324,200,76,0,0,1576,1452,1328,1204,1080,956,1233,1044,881,743,626,529,343,408,447,461,454,427
10844,10844,랜드로버 레인지로버이보크(1세대),랜드로버,레인지로버  이보크,레인지로버이보크 1세대,2550,1999,2016,회색,103542,자동,경유,SUV,0,4륜,0,0,외제차,9000,11.1,999,1551,552,0,0,0,0,0,0,8001,7002,6003,5004,4005,3006,6561,5445,4500,3708,3060,2529,1440,1557,1503,1296,945,477
10869,10869,토요타 RAV4(5세대),토요타,RAV4,RAV4,2700,2487,2017,흰색,89939,자동,하이브리드,SUV,0,전륜,0,0,외제차,3740,6.5,243,2457,2214,1971,1728,1485,1242,999,756,3497,3254,3011,2768,2525,2282,2726,2263,1870,1541,1272,1051,771,991,1141,1227,1253,1231
10927,10927,아우디 A1,아우디,A1,A1,1180,1598,2014,흰색,98065,자동,경유,소형차,0,후륜,0,0,외제차,3500,8.3,291,889,598,307,16,0,0,0,0,3209,2918,2627,2336,2045,1754,2552,2118,1750,1442,1190,984,657,800,877,894,855,770
10967,10967,볼보 V60크로스컨트리(1세대),볼보,V60,V60 크로스컨트리 1세대,2520,2401,2017,흰색,84153,자동,경유,SUV,0,전륜,0,0,외제차,4180,7.4,309,2211,1902,1593,1284,975,666,357,48,3871,3562,3253,2944,2635,2326,3047,2529,2090,1722,1421,1175,824,1033,1163,1222,1214,1151
11007,11007,폭스바겐 더비틀,폭스바겐,비틀,더 비틀 3세대,1270,1968,2013,흰색,136485,자동,경유,소형차,0,후륜,0,0,외제차,3281,6.7,220,1050,830,610,390,170,0,0,0,3061,2841,2621,2401,2181,1961,2392,1985,1641,1352,1116,922,669,856,980,1049,1065,1039
11062,11062,포드 이스케이프(3세대),포드,이스케이프,이스케이프,1010,1600,2013,0색,133878,자동,휘발유,SUV,0,후륜,0,0,외제차,3950,8.3,328,682,354,26,0,0,0,0,0,3622,3294,2966,2638,2310,1982,2880,2390,1975,1627,1343,1110,742,904,991,1011,967,872
11090,11090,아우디 뉴A8,아우디,A8,A8 3세대,2140,2967,2012,검정색,141501,자동,경유,대형차,0,후륜,0,0,외제차,14000,8.3,1162,978,0,0,0,0,0,0,0,12838,11676,10514,9352,8190,7028,10206,8470,7000,5768,4760,3934,2632,3206,3514,3584,3430,3094
11133,11133,피아트 124 스파이더,피아트,124,124,3580,1356,2017,흰색,16784,자동,휘발유,소형차,0,후륜,1,0,외제차,3100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11152,11152,시트로엥 그랜드C4피카소,시트로엥,C4,그랜드 C4 피카소,1520,1560,2016,다크그레이색,97805,자동,경유,SUV,0,전륜,0,0,외제차,4200,10.9,458,1062,604,146,0,0,0,0,0,3742,3284,2826,2368,1910,1452,3062,2541,2100,1730,1428,1180,680,743,726,638,482,272
11155,11155,닛산 휘가로,닛산,휘가로,휘가로,2500,1000,1991,민트색,86670,자동,휘발유,소형차,0,후륜,0,0,외제차,4000,1.2,48,2452,2404,2356,2308,2260,2212,2164,2116,3952,3904,3856,3808,3760,3712,2916,2420,2000,1648,1360,1124,1036,1484,1856,2160,2400,2588
11211,11211,벤츠 E클래스(W213),벤츠,E클래스,E클래스 7세대,5240,1950,1999,0색,27361,자동,경유,중형차,0,후륜,1,0,외제차,6000,10.7,642,4598,3956,3314,2672,2030,1388,746,104,5358,4716,4074,3432,2790,2148,4374,3630,3000,2472,2040,1686,984,1086,1074,960,750,462
11251,11251,벤틀리 플라잉스퍼,벤틀리,플라잉스퍼,플라잉스퍼 2세대,12150,3993,2016,회색,45774,자동,휘발유,대형차,0,후륜,0,0,외제차,26500,7.7,2041,10109,8068,6027,3986,1945,0,0,0,24459,22418,20377,18336,16295,14254,19319,16033,13250,10918,9010,7447,5140,6385,7127,7418,7285,6807
11279,11279,선롱 두에고,선롱,두에고,두에고,860,3760,2013,검정색,66743,수동,경유,대형차,0,후륜,0,0,외제차,6800,9.7,660,200,0,0,0,0,0,0,0,6140,5480,4820,4160,3500,2840,4957,4114,3400,2802,2312,1911,1183,1366,1420,1358,1188,929
11294,11294,애스턴마틴 밴티지(4세대),애스턴마틴,밴티지,밴티지,8200,5935,2015,흰색,51412,자동,휘발유,중형차,0,후륜,1,0,외제차,20000,8.4,1680,6520,4840,3160,1480,0,0,0,0,18320,16640,14960,13280,11600,9920,14580,12100,10000,8240,6800,5620,3740,4540,4960,5040,4800,4300
11301,11301,BMW X6(G06),BMW,X6,X6 3세대 (20년~현재),4950,2993,2015,0색,136181,자동,경유,SUV,0,4륜,0,0,외제차,13000,10.3,1339,3611,2272,933,0,0,0,0,0,11661,10322,8983,7644,6305,4966,9477,7865,6500,5356,4420,3653,2184,2457,2483,2288,1885,1313
11316,11316,르노삼성 조에(ZOE),르노삼성,조에,조에,2550,0,2021,블루펄색,20000,자동,전기,소형차,0,전륜,0,0,국산차,4300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11520,11520,폭스바겐 페이톤,폭스바겐,페이톤,페이톤,1700,2967,2015,검정색,135017,자동,경유,대형차,0,후륜,0,0,외제차,10000,8.4,840,860,20,0,0,0,0,0,0,9160,8320,7480,6640,5800,4960,7290,6050,5000,4120,3400,2810,1870,2270,2480,2520,2400,2150
11528,11528,재규어 XJ(X351),재규어,XJ,XJ,1970,1999,2013,와인색,120000,자동,휘발유,SUV,0,4륜,0,0,외제차,13200,10.8,1426,544,0,0,0,0,0,0,0,11774,10348,8922,7496,6070,4644,9623,7986,6600,5438,4488,3709,2151,2362,2322,2058,1582,935
11630,11630,현대 아반떼쿠페,현대,아반떼,아반떼 쿠페,720,1999,2014,검정색,78640,자동,휘발유,준중형차,0,전륜,0,0,국산차,2000,7.3,146,574,428,282,136,0,0,0,0,1854,1708,1562,1416,1270,1124,1450,1228,1036,874,736,622,404,480,526,542,534,502
11632,11632,미쯔비시 이클립스,미쯔비시,이클립스,이클립스,1280,2351,2012,0색,117120,자동,휘발유,중형차,0,후륜,1,0,외제차,4040,6.8,275,1005,730,455,180,0,0,0,0,3765,3490,3215,2940,2665,2390,2945,2444,2020,1664,1374,1135,820,1046,1195,1276,1291,1255
11741,11741,쌍용 체어맨H뉴클래식,쌍용,체어맨,체어맨 H 뉴 클래식,420,3199,2012,검정색,144008,자동,휘발유,대형차,0,후륜,0,0,국산차,4300,8.5,366,54,0,0,0,0,0,0,0,3934,3568,3202,2836,2470,2104,3118,2640,2227,1879,1582,1337,816,928,975,957,888,767
11743,11743,쌍용 액티언스포츠,쌍용,액티언,액티언스포츠,550,1998,2011,은색,109396,자동,경유,대형차,0,전륜,0,0,국산차,2200,6.2,136,414,278,142,6,0,0,0,0,2064,1928,1792,1656,1520,1384,1595,1351,1140,961,810,684,469,577,652,695,710,700
11749,11749,인피니티 QX70,인피니티,QX7,QX7,2150,3696,2014,다크그레이색,124901,자동,휘발유,SUV,0,후륜,0,0,외제차,6890,8.6,593,1557,964,371,0,0,0,0,0,6297,5704,5111,4518,3925,3332,5023,4168,3445,2839,2343,1936,1274,1536,1666,1679,1582,1396
11750,11750,BMW X1(E84),BMW,X1,X1 1세대 (10~15년),930,2000,2012,은색,144920,자동,경유,SUV,0,후륜,0,0,외제차,5000,8.3,415,515,100,0,0,0,0,0,0,4585,4170,3755,3340,2925,2510,3645,3025,2500,2060,1700,1405,940,1145,1255,1280,1225,1105
11770,11770,대형버스(16인승이상) 레스타,대형버스(16인승이상),레스타,레스타,2300,3800,2013,노랑색,73856,수동,경유,대형차,0,후륜,1,0,외제차,6500,7.2,468,1832,1364,896,428,0,0,0,0,6032,5564,5096,4628,4160,3692,4739,3933,3250,2678,2210,1827,1293,1631,1846,1950,1950,1865
11784,11784,르노삼성 마스터버스,르노삼성,마스터,미스터,4450,2299,2019,검정색,14920,수동,경유,SUV,0,전륜,0,0,국산차,3800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11804,11804,쌍용 슈퍼렉스턴,쌍용,렉스턴,슈퍼 렉스턴,550,1998,2012,흰색,155049,자동,경유,SUV,0,후륜,0,0,국산차,3200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11806,11806,벤츠 스프린터,벤츠,스프린터,스프린터 2세대,4700,3500,2017,흰색,42704,자동,경유,대형차,0,후륜,0,0,외제차,15890,14.1,2240,2460,220,0,0,0,0,0,0,13650,11410,9170,6930,4690,2450,11584,9613,7945,6547,5403,4465,2066,1797,1225,383,0,0
11834,11834,미쯔비시 랜서,미쯔비시,랜서,랜서,620,1998,2011,빨강색,94813,자동,휘발유,중형차,0,후륜,0,0,외제차,2990,7.1,212,408,196,0,0,0,0,0,0,2778,2566,2354,2142,1930,1718,2180,1809,1495,1232,1017,840,598,757,859,910,913,878
11849,11849,지프 그랜드체로키(4세대),지프,체로키,체로키 4세대,1150,2987,2012,은색,123715,자동,경유,SUV,0,전륜,0,0,외제차,6870,10,687,463,0,0,0,0,0,0,0,6183,5496,4809,4122,3435,2748,5008,4156,3435,2830,2336,1930,1175,1340,1374,1292,1099,818
11874,11874,랜드로버 레인지로버이보크(2세대),랜드로버,레인지로버  이보크,레인지로버이보크 2세대,5050,1998,2020,은색,25368,자동,휘발유,SUV,0,4륜,0,0,외제차,9000,11.1,999,4051,3052,2053,1054,55,0,0,0,8001,7002,6003,5004,4005,3006,6561,5445,4500,3708,3060,2529,1440,1557,1503,1296,945,477
11877,11877,아우디 RS5,아우디,RS5,RS5,4090,4163,2015,회색,56022,자동,휘발유,중형차,0,후륜,0,0,외제차,12000,9.4,1128,2962,1834,706,0,0,0,0,0,10872,9744,8616,7488,6360,5232,8748,7260,6000,4944,4080,3372,2124,2484,2616,2544,2280,1860
11882,11882,현대 싼타페더스타일,현대,싼타페,싼타페 더 스타일,720,1998,2011,흰색,99670,자동,경유,SUV,0,전륜,0,0,국산차,3100,9.4,291,429,138,0,0,0,0,0,0,2809,2518,2227,1936,1645,1354,2248,1903,1606,1355,1141,964,561,615,621,581,504,390
11889,11889,쌍용 체어맨H,쌍용,체어맨,체어맨 H,530,3199,2010,검정색,46688,자동,휘발유,대형차,0,후륜,0,0,국산차,3900,8.5,332,198,0,0,0,0,0,0,0,3568,3236,2904,2572,2240,1908,2828,2395,2020,1704,1435,1213,740,841,884,868,805,695
11895,11895,혼다 HR-V,혼다,HRV,HRV,1299,1798,2016,은색,81093,자동,휘발유,SUV,0,후륜,0,0,외제차,3190,9.9,316,983,667,351,35,0,0,0,0,2874,2558,2242,1926,1610,1294,2326,1930,1595,1314,1085,896,548,628,647,612,525,398
11923,11923,BMW Z4(E85),BMW,Z4,Z4 1세대 (02~09년),1555,2979,2004,검정색,161283,자동,휘발유,소형차,0,후륜,0,0,외제차,7000,5.5,385,1170,785,400,15,0,0,0,0,6615,6230,5845,5460,5075,4690,5103,4235,3500,2884,2380,1967,1512,1995,2345,2576,2695,2723
11925,11925,BMW 5시리즈(E60),BMW,5시리즈,5시리즈 5세대 (03~10년),780,2996,2011,회색,231927,자동,휘발유,중형차,0,후륜,1,0,외제차,7000,9.4,658,122,0,0,0,0,0,0,0,6342,5684,5026,4368,3710,3052,5103,4235,3500,2884,2380,1967,1239,1449,1526,1484,1330,1085
11938,11938,쌍용 로디우스,쌍용,로디우스,로디우스,240,2696,2005,흰색,86700,자동,경유,대형차,0,전륜,0,0,국산차,2700,5.9,159,81,0,0,0,0,0,0,0,2541,2382,2223,2064,1905,1746,1958,1658,1399,1180,994,840,583,724,824,884,911,906
11945,11945,토요타 프리우스(4세대),토요타,프리우스,프리우스,1890,1798,2017,흰색,99678,자동,하이브리드,소형차,0,전륜,0,0,외제차,3712,8.1,301,1589,1288,987,686,385,84,0,0,3411,3110,2809,2508,2207,1906,2706,2246,1856,1529,1262,1043,705,864,953,979,945,863
11960,11960,폭스바겐 투아렉(1세대),폭스바겐,투아렉,투아렉 1세대,1450,2967,2012,다크그레이색,191551,자동,경유,SUV,0,4륜,0,0,외제차,10000,8.7,870,580,0,0,0,0,0,0,0,9130,8260,7390,6520,5650,4780,7290,6050,5000,4120,3400,2810,1840,2210,2390,2400,2250,1970
11962,11962,벤츠 S클래스(W221),벤츠,S클래스,S클래스 5세대,990,5500,2009,은색,153000,자동,휘발유,대형차,0,후륜,0,0,외제차,19500,9.7,1892,0,0,0,0,0,0,0,0,17608,15716,13824,11932,10040,8148,14216,11798,9750,8034,6630,5480,3392,3918,4074,3898,3410,2668
11997,11997,쌍용 체어맨W,쌍용,체어맨,체어맨 W,319,3598,2010,검정색,200333,자동,휘발유,대형차,0,후륜,0,0,국산차,7100,8.5,604,0,0,0,0,0,0,0,0,6496,5892,5288,4684,4080,3476,5148,4359,3678,3103,2613,2208,1348,1533,1610,1581,1467,1268
11998,11998,쉐보레/대우 윈스톰,쉐보레,윈스톰,윈스톰,379,1991,2009,은색,154237,자동,경유,SUV,0,전륜,0,0,국산차,3100,6.7,208,171,0,0,0,0,0,0,0,2892,2684,2476,2268,2060,1852,2248,1903,1606,1355,1141,964,644,781,870,913,919,888
12004,12004,렉서스 ES,렉서스,ES,ES 5세대,929,3456,2011,은색,127418,자동,휘발유,중형차,0,후륜,0,0,외제차,5500,8.5,468,461,0,0,0,0,0,0,0,5032,4564,4096,3628,3160,2692,4010,3328,2750,2266,1870,1546,1022,1236,1346,1362,1290,1146
12030,12030,쉐보레/대우 올뉴카마로,쉐보레,카마로,카마로SS,1950,6162,2017,검정색,180000,자동,휘발유,스포츠카,0,후륜,0,0,국산차,5400,9.1,491,1459,968,477,0,0,0,0,0,4909,4418,3927,3436,2945,2454,3915,3316,2797,2360,1987,1679,994,1102,1130,1076,958,775
12038,12038,기아 그랜드카니발,기아,카니발,그랜드 카니발 (05~10년),260,2902,2010,빨강색,165000,자동,경유,SUV,0,후륜,1,0,국산차,3500,10.7,375,0,0,0,0,0,0,0,0,3125,2750,2375,2000,1625,1250,2538,2149,1813,1530,1288,1089,587,601,562,470,337,161
12057,12057,현대 투싼(JM),현대,투싼,투싼,600,1991,2008,검정색,97200,자동,경유,SUV,0,전륜,0,0,국산차,3000,8.8,264,336,72,0,0,0,0,0,0,2736,2472,2208,1944,1680,1416,2175,1842,1554,1311,1104,933,561,630,654,633,576,483
12092,12092,기아 쏘렌토,기아,쏘렌토,쏘렌토 (02~06년),340,2199,2005,다크그레이색,205500,자동,경유,SUV,0,후륜,0,0,국산차,2500,9.1,228,112,0,0,0,0,0,0,0,2272,2044,1816,1588,1360,1132,1813,1535,1295,1093,920,778,459,509,521,495,440,354
12116,12116,크라이슬러 퍼시피카,크라이슬러,퍼시피카,퍼시피카,550,3605,2006,0색,118243,자동,휘발유,대형차,0,후륜,0,0,외제차,5950,5.7,339,211,0,0,0,0,0,0,0,5611,5272,4933,4594,4255,3916,4338,3600,2975,2451,2023,1672,1273,1672,1958,2143,2232,2244
12123,12123,쉐보레/대우 베리타스,쉐보레,베리타스,베라티스,580,3564,2009,0색,110526,자동,휘발유,대형차,0,전륜,0,0,국산차,5250,6.8,357,223,0,0,0,0,0,0,0,4893,4536,4179,3822,3465,3108,3806,3224,2720,2294,1932,1633,1087,1312,1459,1528,1533,1475
12128,12128,BMW M6,BMW,M6,M6 2세대 (05~10년),4390,4395,2013,흰색,124967,자동,휘발유,대형차,0,후륜,0,0,외제차,18500,8.5,1573,2817,1244,0,0,0,0,0,0,16927,15354,13781,12208,10635,9062,13487,11193,9250,7622,6290,5199,3440,4161,4531,4586,4345,3863
12131,12131,쉐보레/대우 토스카,쉐보레,토스카,토스카,179,1796,2008,흰색,84569,자동,휘발유,중형차,0,전륜,1,0,국산차,2500,6.5,163,16,0,0,0,0,0,0,0,2337,2174,2011,1848,1685,1522,1813,1535,1295,1093,920,778,524,639,716,755,765,744
12163,12163,폭스바겐 골프(6세대),폭스바겐,골프,골프 6세대,630,1598,2012,흰색,165316,자동,경유,준중형차,0,전륜,0,0,외제차,3500,8.2,287,343,56,0,0,0,0,0,0,3213,2926,2639,2352,2065,1778,2552,2118,1750,1442,1190,984,661,808,889,910,875,794
12180,12180,캐딜락 올뉴SRX(2세대),캐딜락,SRX,SRX,880,2994,2010,흰색,149000,자동,휘발유,SUV,0,후륜,0,0,외제차,7050,7.3,515,365,0,0,0,0,0,0,0,6535,6020,5505,4990,4475,3960,5139,4265,3525,2905,2397,1981,1396,1755,1980,2085,2078,1979
12239,12239,포드 쿠가(2세대),포드,쿠가,쿠가,990,1997,2016,검정색,197084,자동,경유,SUV,0,후륜,0,0,외제차,4200,12.6,529,461,0,0,0,0,0,0,0,3671,3142,2613,2084,1555,1026,3062,2541,2100,1730,1428,1180,609,601,513,354,127,0
12309,12309,현대 NF쏘나타,현대,쏘나타,NF쏘나타,250,1998,2007,흰색,92396,자동,휘발유,중형차,0,전륜,0,0,국산차,1700,8.7,148,102,0,0,0,0,0,0,0,1552,1404,1256,1108,960,812,1233,1044,881,743,626,529,319,360,375,365,334,283
12326,12326,BMW M2,BMW,M2,M2 (16년~현재),7200,2979,2020,흰색,13779,자동,휘발유,소형차,0,후륜,0,0,외제차,11550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12337,12337,인피니티 G(V36),인피니티,G,V36,699,2496,2012,흰색,146770,자동,휘발유,중형차,0,후륜,0,0,외제차,4500,6.9,311,388,77,0,0,0,0,0,0,4189,3878,3567,3256,2945,2634,3281,2723,2250,1854,1530,1265,908,1155,1317,1402,1415,1369
12338,12338,닛산 캐시카이,닛산,캐시카이,캐시카이,1390,1598,2015,흰색,54198,자동,경유,SUV,0,후륜,0,0,외제차,3400,8.4,286,1104,818,532,246,0,0,0,0,3114,2828,2542,2256,1970,1684,2479,2057,1700,1401,1156,955,635,771,842,855,814,729
12340,12340,피아트 프리몬트,피아트,프리몬트,프리몬트,850,1956,2013,흰색,165282,자동,경유,SUV,0,후륜,0,0,외제차,4490,8.5,382,468,86,0,0,0,0,0,0,4108,3726,3344,2962,2580,2198,3273,2716,2245,1850,1527,1262,835,1010,1099,1112,1053,936
12352,12352,르노삼성 QM5,르노삼성,QM5,QM5,310,1998,2008,명은색,171351,자동,경유,SUV,0,전륜,0,0,국산차,2700,7.5,203,107,0,0,0,0,0,0,0,2497,2294,2091,1888,1685,1482,1958,1658,1399,1180,994,840,539,636,692,708,691,642
12361,12361,닷지 다코타,닷지,다코타,다코타,1570,4701,2007,검정색,98294,자동,휘발유,대형차,0,후륜,0,0,외제차,5000,4.6,230,1340,1110,880,650,420,190,0,0,4770,4540,4310,4080,3850,3620,3645,3025,2500,2060,1700,1405,1125,1515,1810,2020,2150,2215
12430,12430,랜드로버 프리랜더2,랜드로버,프리랜더,프리랜더2,830,2179,2010,은색,175355,자동,경유,SUV,0,후륜,1,0,외제차,6000,7.2,432,398,0,0,0,0,0,0,0,5568,5136,4704,4272,3840,3408,4374,3630,3000,2472,2040,1686,1194,1506,1704,1800,1800,1722
12453,12453,랜드로버 레인지로버(3세대),랜드로버,레인지로버,레인지로버 3세대,1560,2926,2011,검정색,210220,자동,경유,SUV,0,4륜,0,0,외제차,15000,8.8,1320,240,0,0,0,0,0,0,0,13680,12360,11040,9720,8400,7080,10935,9075,7500,6180,5100,4215,2745,3285,3540,3540,3300,2865
12455,12455,폭스바겐 CC,폭스바겐,CC,CC,530,1968,2011,다크그레이색,187033,자동,경유,중형차,0,전륜,0,0,외제차,5190,8.8,457,73,0,0,0,0,0,0,0,4733,4276,3819,3362,2905,2448,3784,3140,2595,2138,1765,1458,949,1136,1224,1224,1140,990
12536,12536,벤틀리 플라잉스퍼,벤틀리,플라잉스퍼,플라잉스퍼 1세대,4650,6000,2010,검정색,92347,자동,휘발유,대형차,0,후륜,0,0,외제차,29000,7.7,2233,2417,184,0,0,0,0,0,0,26767,24534,22301,20068,17835,15602,21141,17545,14500,11948,9860,8149,5626,6989,7801,8120,7975,7453
12549,12549,닛산 로그,닛산,로그,로그 2세대,380,2500,2009,은색,199750,자동,휘발유,SUV,0,후륜,0,0,외제차,5000,7.7,385,0,0,0,0,0,0,0,0,4615,4230,3845,3460,3075,2690,3645,3025,2500,2060,1700,1405,970,1205,1345,1400,1375,1285
12652,12652,혼다 파일럿(2세대),혼다,파일럿,파일럿 2세대,1590,3471,2013,검정색,127137,자동,휘발유,SUV,0,4륜,0,0,외제차,4890,10.1,494,1096,602,108,0,0,0,0,0,4396,3902,3408,2914,2420,1926,3565,2958,2445,2015,1663,1374,831,944,963,899,757,552
12653,12653,닛산 프론티어,닛산,프론티어,프론티어 3세대,3490,3954,2015,흰색,78120,자동,휘발유,대형차,0,후륜,0,0,외제차,4000,1.8,72,3418,3346,3274,3202,3130,3058,2986,2914,3928,3856,3784,3712,3640,3568,2916,2420,2000,1648,1360,1124,1012,1436,1784,2064,2280,2444
12657,12657,아우디 뉴A6,아우디,A6,A6 3세대,250,3197,2008,은색,177072,자동,휘발유,중형차,0,후륜,0,0,외제차,7000,10.2,714,0,0,0,0,0,0,0,0,6286,5572,4858,4144,3430,2716,5103,4235,3500,2884,2380,1967,1183,1337,1358,1260,1050,749
12658,12658,BMW 5시리즈(E39),BMW,5시리즈,5시리즈 4세대 (95~03년),250,2300,2006,은색,117175,자동,휘발유,중형차,0,후륜,0,0,외제차,8500,9.4,799,0,0,0,0,0,0,0,0,7701,6902,6103,5304,4505,3706,6197,5143,4250,3502,2890,2389,1504,1759,1853,1802,1615,1317
12667,12667,기아 모닝,기아,모닝,모닝 (04~08년),180,999,2007,회색,68148,자동,휘발유,경차,0,전륜,1,0,국산차,1000,6.8,68,112,44,0,0,0,0,0,0,932,864,796,728,660,592,725,614,518,437,368,311,207,250,278,291,292,281
12700,12700,아우디 Q7(1세대),아우디,Q7,Q7 1세대,2090,2967,2015,검정색,213364,자동,경유,SUV,0,후륜,0,0,외제차,10000,13.5,1350,740,0,0,0,0,0,0,0,8650,7300,5950,4600,3250,1900,7290,6050,5000,4120,3400,2810,1360,1250,950,480,0,0
12709,12709,볼보 S80,볼보,S80,S80 2세대,1900,1969,2016,검정색,118187,자동,휘발유,중형차,0,후륜,0,0,외제차,5850,7.7,450,1450,1000,550,100,0,0,0,0,5400,4950,4500,4050,3600,3150,4265,3539,2925,2410,1989,1644,1135,1411,1575,1640,1611,1506
12750,12750,쌍용 뉴카이런,쌍용,카이런,뉴카이런,140,1998,2009,흰색,229352,자동,경유,SUV,0,전륜,0,0,국산차,3000,6.9,207,0,0,0,0,0,0,0,0,2793,2586,2379,2172,1965,1758,2175,1842,1554,1311,1104,933,618,744,825,861,861,825
12751,12751,현대 투싼ix(LM),현대,투싼,투싼ix,670,1995,2012,회색,170715,자동,경유,SUV,0,전륜,0,0,국산차,2400,8.8,211,459,248,37,0,0,0,0,0,2189,1978,1767,1556,1345,1134,1740,1474,1243,1049,883,746,449,504,524,507,462,388
12752,12752,벤츠 M클래스(W163/164),벤츠,M클래스,M클래스 2세대,760,3724,2006,은색,189555,자동,휘발유,SUV,0,후륜,0,0,외제차,9380,7,657,103,0,0,0,0,0,0,0,8723,8066,7409,6752,6095,5438,6838,5675,4690,3865,3189,2636,1885,2391,2719,2887,2906,2802
12755,12755,포드 머스탱(5세대),포드,머스탱,머스탱 5세대,1100,4951,2011,다크블루색,117491,자동,휘발유,스포츠카,0,후륜,0,0,외제차,4805,7,336,764,428,92,0,0,0,0,0,4469,4133,3797,3461,3125,2789,3503,2907,2403,1980,1634,1350,966,1226,1394,1481,1491,1439
12830,12830,기아 로체어드밴스,기아,로체,로체 어드밴스 (07~08년),330,1998,2008,은색,90892,자동,휘발유,중형차,0,전륜,0,0,국산차,2000,6.4,128,202,74,0,0,0,0,0,0,1872,1744,1616,1488,1360,1232,1450,1228,1036,874,736,622,422,516,580,614,624,610
12838,12838,기아 비스토,기아,비스토,비스토 1세대 (19~04년),350,2497,2002,흰색,18926,자동,휘발유,경차,0,전륜,0,0,국산차,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12867,12867,BMW 7시리즈(E65/66),BMW,7시리즈,7시리즈 4세대 (02~09년),580,5000,2007,은색,162384,자동,휘발유,대형차,0,4륜,0,0,외제차,14000,10.1,1414,0,0,0,0,0,0,0,0,12586,11172,9758,8344,6930,5516,10206,8470,7000,5768,4760,3934,2380,2702,2758,2576,2170,1582
12872,12872,인피니티 FX,인피니티,FX,FX,530,3500,2007,검정색,230535,자동,휘발유,SUV,0,후륜,0,0,외제차,8000,6.2,496,34,0,0,0,0,0,0,0,7504,7008,6512,6016,5520,5024,5832,4840,4000,3296,2720,2248,1672,2168,2512,2720,2800,2776
12914,12914,링컨 MKX(1세대),링컨,MKX,MKX 1세대,790,3726,2012,흰색,182391,자동,휘발유,SUV,0,후륜,0,0,외제차,5700,9.3,530,260,0,0,0,0,0,0,0,5170,4640,4110,3580,3050,2520,4155,3449,2850,2348,1938,1602,1015,1191,1260,1232,1112,918
12954,12954,토요타 툰드라,토요타,툰드라,툰드라,4180,3499,2014,빨강색,137127,자동,휘발유,대형차,0,후륜,0,0,외제차,8500,6.4,544,3636,3092,2548,2004,1460,916,372,0,7956,7412,6868,6324,5780,5236,6197,5143,4250,3502,2890,2389,1759,2269,2618,2822,2890,2847
12967,12967,쉐보레/대우 라세티프리미어,쉐보레,라세티,라세티 프리미어,110,1598,2009,은색,147750,수동,휘발유,중형차,0,전륜,0,0,국산차,1600,6.6,106,4,0,0,0,0,0,0,0,1494,1388,1282,1176,1070,964,1160,982,829,699,589,498,334,406,453,477,481,466
